mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,dbe_o,NSP,abserrPpm,sumintens,relativeintens,avemass,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
430.87,2187751,143.028323,143.028458,0.134,0.939,C5 H7 N2 O S,5,7,2,1,1,8,1.6,0.2,14,2,3,0.939,2.96118E+11,7.38811E-06,432.0373351,-0.333333333,3,0.4,0.131248854,143,1.082049959,142,0.055442514,143,0.073928683,143,0.061527973,143
404.38,2190554,144.971296,144.971337,0.041,0.282,C3 H N2 O3 S,3,1,2,3,1,2,0.666666667,1,10,1,3,0.282,2.96118E+11,7.39758E-06,432.0373351,0.333333333,4,4,0.19053929,145,1.154255947,144,0.113703207,145,0.01742535,145,0.004856191,145
-1000,2885744,145.050688,145.050632,-0.055,-0.381,C6 H9 O4,6,9,0,4,0,10,1.666666667,0.666666667,14,-2,0,0.381,2.96118E+11,9.74526E-06,432.0373351,0,2,-0.333333333,0.111332832,145,1.075576613,144,0.034454721,145,0.096745559,145,0.084169525,145
121.86,10721461,147.045213,147.045153,-0.06,-0.406,C9 H7 O2,9,7,0,2,0,8,0.888888889,0.222222222,20,4,0,0.406,2.96118E+11,3.62068E-05,432.0373351,0.625,6,-0.444444444,0.119038931,147,1.096541562,146,0.041103708,147,0.091900645,147,0.079151683,147
162.75,5588792,149.024489,149.024418,-0.071,-0.478,C8 H5 O3,8,5,0,3,0,6,0.75,0.375,18,3,0,0.478,2.96118E+11,1.88736E-05,432.0373351,0.692307692,6,0,0.141983996,149,1.13264406,148,0.062999745,149,0.07179488,149,0.058874314,149
30.94,37004100,149.060847,149.060803,-0.044,-0.297,C9 H9 O2,9,9,0,2,0,10,1.111111111,0.222222222,20,3,0,0.297,2.96118E+11,0.000124964,432.0373351,0.5,5,-0.666666667,0.105639624,149,1.096541562,148,0.026636088,149,0.108191447,149,0.095267727,149
-1000,2441247,150.056029,150.056052,0.023,0.156,C8 H8 N O2,8,8,1,2,0,9,1.125,0.25,19,3,1,0.156,2.96118E+11,8.24418E-06,432.0373351,0.5,5,-0.25,0.111501928,150,1.109019919,149,0.031970902,150,0.10375685,150,0.090746841,150
-1000,1925877,150.996996,150.997157,0.162,1.072,C6 H3 N2 O S,6,3,2,1,1,4,0.666666667,0.166666667,16,5,3,1.072,2.96118E+11,6.50376E-06,432.0373351,1,6,1,0.171447774,151,1.175221889,150,0.091417954,151,0.04516104,151,0.032069436,151
-1000,4190481,153.055784,153.055718,-0.066,-0.434,C8 H9 O3,8,9,0,3,0,10,1.25,0.375,18,1,0,0.434,2.96118E+11,1.41514E-05,432.0373351,0.384615385,4,-0.5,0.115185382,153,1.13264406,152,0.034064506,153,0.104376485,153,0.091106401,153
-1000,14131488,153.092138,153.092103,-0.034,-0.225,C9 H13 O2,9,13,0,2,0,14,1.555555556,0.222222222,20,1,0,0.225,2.96118E+11,4.77225E-05,432.0373351,0.25,3,-1.111111111,0.07884101,153,1.096541562,152,0.002299151,153,0.140773052,153,0.127499814,153
139.02,5958745,155.071403,155.071368,-0.035,-0.227,C8 H11 O3,8,11,0,3,0,12,1.5,0.375,18,0,0,0.227,2.96118E+11,2.01229E-05,432.0373351,0.230769231,3,-0.75,0.101786075,155,1.13264406,154,0.019596887,155,0.120667287,155,0.107222445,155
-1000,2524395,157.12342,157.123403,-0.016,-0.105,C9 H17 O2,9,17,0,2,0,18,2,0.222222222,20,-1,0,0.105,2.96118E+11,8.52497E-06,432.0373351,0,1,-1.555555556,0.052042395,157,1.096541562,156,0.031234389,157,0.173354657,157,0.159731901,157
509.26,2324626,159.102596,159.102668,0.072,0.453,C8 H15 O3,8,15,0,3,0,16,2,0.375,18,-2,0,0.453,2.96118E+11,7.85035E-06,432.0373351,-0.076923077,1,-1.25,0.07498746,159,1.13264406,158,0.009338352,159,0.153248892,159,0.139454532,159
418.73,2288209,161.02768,161.027789,0.109,0.676,C6 H9 O3 S,6,9,0,3,1,10,1.666666667,0.5,14,-1,1,0.676,2.96118E+11,7.72736E-06,432.0373351,-0.142857143,2,-0.333333333,0.152016068,161,1.222470171,160,0.066669924,161,0.078981914,161,0.065020644,161
-1000,2316247,162.030727,162.0309,0.173,1.069,C7 H4 N3 O2,7,4,3,2,0,5,0.714285714,0.285714286,19,5,3,1.069,2.96118E+11,7.82205E-06,432.0373351,1,7,1.142857143,0.15002515,162,1.22714757,161,0.064147349,162,0.082411817,162,0.068363576,162
-1000,14146412,163.040086,163.040068,-0.018,-0.11,C9 H7 O3,9,7,0,3,0,8,0.888888889,0.333333333,20,3,0,0.11,2.96118E+11,4.77729E-05,432.0373351,0.6,6,-0.222222222,0.141983996,163,1.225814998,162,0.055571327,163,0.091900645,163,0.077764908,163
239.47,3721600,163.076471,163.076453,-0.018,-0.11,C10 H11 O2,10,11,0,2,0,12,1.2,0.2,22,3,0,0.11,2.96118E+11,1.2568E-05,432.0373351,0.444444444,5,-0.8,0.105639624,163,1.1897125,162,0.019207671,163,0.128297212,163,0.114158321,163
-1000,4257957,165.019364,165.019332,-0.032,-0.194,C8 H5 O4,8,5,0,4,0,6,0.75,0.5,18,2,0,0.194,2.96118E+11,1.43793E-05,432.0373351,0.666666667,6,0.25,0.16493006,165,1.261918488,164,0.077468364,165,0.071793879,165,0.057486539,165
190.69,5556153,165.055741,165.055718,-0.023,-0.14,C9 H9 O3,9,9,0,3,0,10,1.111111111,0.333333333,20,2,0,0.14,2.96118E+11,1.87633E-05,432.0373351,0.466666667,5,-0.444444444,0.128584689,165,1.225814998,164,0.041103708,165,0.108191447,165,0.093880951,165
-1000,9603021,165.092166,165.092103,-0.063,-0.382,C10 H13 O2,10,13,0,2,0,14,1.4,0.2,22,2,0,0.382,2.96118E+11,3.24297E-05,432.0373351,0.333333333,4,-1,0.092240317,165,1.1897125,164,0.004740051,165,0.144588014,165,0.130274364,165
155.31,8456244,167.071411,167.071368,-0.043,-0.258,C9 H11 O3,9,11,0,3,0,12,1.333333333,0.333333333,20,1,0,0.258,2.96118E+11,2.8557E-05,432.0373351,0.333333333,4,-0.666666667,0.115185382,167,1.225814998,166,0.026636088,167,0.12448225,167,0.109996995,167
-1000,3778778,169.087045,169.087018,-0.027,-0.161,C9 H13 O3,9,13,0,3,0,14,1.555555556,0.333333333,20,0,0,0.161,2.96118E+11,1.27611E-05,432.0373351,0.2,3,-0.888888889,0.101786075,169,1.225814998,168,0.012168469,169,0.140773052,169,0.126113039,169
405.34,2320218,170.975856,170.975753,-0.103,-0.602,C6 H3 O4 S,6,3,0,4,1,4,0.666666667,0.666666667,14,1,1,0.602,2.96118E+11,7.83546E-06,432.0373351,0.666666667,5,1,0.215160053,171,1.351744599,170,0.124541401,171,0.030108506,171,0.015284738,171
-1000,9249170,171.066295,171.066282,-0.013,-0.074,C8 H11 O4,8,11,0,4,0,12,1.5,0.5,18,-1,0,0.074,2.96118E+11,3.12348E-05,432.0373351,0.166666667,3,-0.5,0.124732139,171,1.261918488,170,0.034065505,171,0.120666287,171,0.105834669,171
-1000,2117033,171.102674,171.102668,-0.006,-0.036,C9 H15 O3,9,15,0,3,0,16,1.777777778,0.333333333,20,-1,0,0.036,2.96118E+11,7.1493E-06,432.0373351,0.066666667,2,-1.111111111,0.088386768,171,1.225814998,170,0.002299151,171,0.157063854,171,0.142229082,171
-1000,2459328,171.139126,171.139053,-0.072,-0.422,C10 H19 O2,10,19,0,2,0,20,2,0.2,22,-1,0,0.422,2.96118E+11,8.30524E-06,432.0373351,0,1,-1.6,0.052042395,171,1.1897125,170,0.038662807,171,0.193460422,171,0.178622495,171
-1000,3681815,172.097972,172.097917,-0.055,-0.319,C8 H14 N O3,8,14,1,3,0,15,1.875,0.375,19,-1,1,0.319,2.96118E+11,1.24336E-05,432.0373351,-0.090909091,2,-0.75,0.094249072,172,1.238293355,171,0.003035663,172,0.152629257,172,0.137708196,172
114.12,11139719,173.081968,173.081932,-0.036,-0.207,C8 H13 O4,8,13,0,4,0,14,1.75,0.5,18,-2,0,0.207,2.96118E+11,3.76192E-05,432.0373351,0,2,-0.75,0.111332832,173,1.261918488,172,0.019597886,173,0.136957089,173,0.121950713,173
449.75,2137943,174.985871,174.985924,0.053,0.304,C9 H3 O2 S,9,3,0,2,1,4,0.444444444,0.222222222,20,6,1,0.304,2.96118E+11,7.21991E-06,432.0373351,0.857142857,8,0.222222222,0.209466846,175,1.372709548,174,0.116722768,175,0.041554394,175,0.02638294,175
-1000,2809002,177.040483,177.040462,-0.021,-0.119,C6 H9 O6,6,9,0,6,0,10,1.666666667,1,14,-4,0,0.119,2.96118E+11,9.4861E-06,432.0373351,-0.333333333,2,0.333333333,0.157222961,177,1.334123484,176,0.06338996,177,0.096745559,177,0.081395975,177
-1000,2974901,177.055723,177.055718,-0.005,-0.028,C10 H9 O3,10,9,0,3,0,10,1,0.3,22,3,0,0.028,2.96118E+11,1.00463E-05,432.0373351,0.529411765,6,-0.4,0.141983996,177,1.318985935,176,0.048142909,177,0.11200641,177,0.096655502,177
-1000,4594165,179.034981,179.034982,0.001,0.005,C9 H7 O4,9,7,0,4,0,8,0.888888889,0.444444444,20,2,0,0.005,2.96118E+11,1.55147E-05,432.0373351,0.571428571,6,0,0.16493006,179,1.355089425,178,0.070039946,179,0.091899644,179,0.076377133,179
-1000,4662286,179.07143,179.071368,-0.062,-0.347,C10 H11 O3,10,11,0,3,0,12,1.2,0.3,22,2,0,0.347,2.96118E+11,1.57447E-05,432.0373351,0.411764706,5,-0.6,0.128584689,179,1.318985935,178,0.03367529,179,0.128297212,179,0.112771545,179
-1000,2579308,181.050674,181.050632,-0.042,-0.229,C9 H9 O4,9,9,0,4,0,10,1.111111111,0.444444444,20,1,0,0.229,2.96118E+11,8.71042E-06,432.0373351,0.428571429,5,-0.222222222,0.151530753,181,1.355089425,180,0.055572327,181,0.108190447,181,0.092493176,181
517.71,1982341,181.08696,181.087018,0.058,0.322,C10 H13 O3,10,13,0,3,0,14,1.4,0.3,22,1,0,0.322,2.96118E+11,6.69444E-06,432.0373351,0.294117647,4,-0.8,0.115185382,181,1.318985935,180,0.019207671,181,0.144588014,181,0.128887589,181
566.87,2173437,183.066285,183.066282,-0.002,-0.012,C9 H11 O4,9,11,0,4,0,12,1.333333333,0.444444444,20,0,0,0.012,2.96118E+11,7.33977E-06,432.0373351,0.285714286,4,-0.444444444,0.138131446,183,1.355089425,182,0.041104707,183,0.124481249,183,0.10860922,183
-1000,2038359,184.972793,184.972776,-0.017,-0.094,C6 H O7,6,1,0,7,0,2,0.333333333,1.166666667,14,-1,0,0.094,2.96118E+11,6.88361E-06,432.0373351,1,6,2,0.233766254,185,1.463397911,184,0.135729057,185,0.031581349,185,0.015544025,185
4.75,53199528,185.081928,185.081932,0.005,0.025,C9 H13 O4,9,13,0,4,0,14,1.555555556,0.444444444,20,-1,0,0.025,2.96118E+11,0.000179657,432.0373351,0.142857143,3,-0.666666667,0.124732139,185,1.355089425,184,0.026637088,185,0.140772052,185,0.124725263,185
550.31,3542917,186.092459,186.092438,-0.021,-0.115,C12 H12 N O,12,12,1,1,0,13,1.083333333,0.083333333,27,6,1,0.115,2.96118E+11,1.19646E-05,432.0373351,0.523809524,7,-0.666666667,0.115354479,186,1.352429241,185,0.016723851,186,0.151599305,186,0.135464905,186
-1000,2638741,186.113634,186.113567,-0.067,-0.36,C9 H16 N O3,9,16,1,3,0,17,1.888888889,0.333333333,21,-1,1,0.36,2.96118E+11,8.91112E-06,432.0373351,-0.076923077,2,-0.888888889,0.094249072,186,1.331464292,185,0.004392755,186,0.172735022,186,0.15659879,186
-1000,2098211,187.007158,187.007053,-0.105,-0.559,C7 H7 O4 S,7,7,0,4,1,8,1.142857143,0.571428571,16,0,1,0.559,2.96118E+11,7.08573E-06,432.0373351,0.25,4,0.285714286,0.201760746,187,1.444915536,186,0.102645364,187,0.066505074,187,0.050291375,187
-1000,5796966,187.09764,187.097583,-0.057,-0.306,C9 H15 O4,9,15,0,4,0,16,1.777777778,0.444444444,20,-2,0,0.306,2.96118E+11,1.95766E-05,432.0373351,0,2,-0.888888889,0.111331833,187,1.355088433,186,0.012168469,187,0.157063854,187,0.140842307,187
-1000,2691950,187.108994,187.108816,-0.178,-0.951,C8 H15 N2 O3,8,15,2,3,0,16,2,0.375,20,-1,2,0.951,2.96118E+11,9.09081E-06,432.0373351,-0.333333333,2,-0.5,0.100111375,187,1.343942649,186,0.000942058,187,0.168300425,187,0.152077904,187
-1000,17324852,188.071681,188.071702,0.021,0.112,C11 H10 N O2,11,10,1,2,0,11,1,0.181818182,25,5,1,0.112,2.96118E+11,5.85066E-05,432.0373351,0.555555556,7,-0.363636364,0.138300543,188,1.388532731,187,0.038620887,188,0.13149254,188,0.115186536,188
-1000,2169603,189.040394,189.040462,0.068,0.358,C7 H9 O6,7,9,0,6,0,10,1.428571429,0.857142857,16,-3,0,0.358,2.96118E+11,7.32683E-06,432.0373351,0,3,0.285714286,0.170622269,189,1.427294421,188,0.070429162,189,0.100560522,189,0.084170525,189
401.55,2055598,190.980655,190.980839,0.184,0.963,C9 H3 O3 S,9,3,0,3,1,4,0.444444444,0.333333333,20,5,1,0.963,2.96118E+11,6.94183E-06,432.0373351,0.846153846,8,0.444444444,0.232411911,191,1.501982983,189,0.131190387,191,0.041554394,191,0.024996164,191
-1000,2085095,191.056145,191.056112,-0.033,-0.173,C7 H11 O6,7,11,0,6,0,12,1.714285714,0.857142857,16,-4,0,0.173,2.96118E+11,7.04144E-06,432.0373351,-0.25,2,0,0.157222961,191,1.427294421,190,0.055961543,191,0.116851324,191,0.100286569,191
503.66,2031118,191.10781,191.107753,-0.057,-0.297,C12 H15 O2,12,15,0,2,0,16,1.333333333,0.166666667,26,3,0,0.297,2.96118E+11,6.85916E-06,432.0373351,0.363636364,5,-1,0.105639624,191,1.376054375,190,0.004350835,191,0.168508742,191,0.151939509,191
-1000,2274762,193.050713,193.050632,-0.08,-0.416,C10 H9 O4,10,9,0,4,0,10,1,0.4,22,2,0,0.416,2.96118E+11,7.68195E-06,432.0373351,0.5,6,-0.2,0.16493006,193,1.448260363,192,0.062611528,193,0.112005409,193,0.095267727,193
225.42,5499366,193.087016,193.087018,0.002,0.011,C11 H13 O3,11,13,0,3,0,14,1.272727273,0.272727273,24,2,0,0.011,2.96118E+11,1.85716E-05,432.0373351,0.368421053,5,-0.727272727,0.128584689,193,1.412156872,192,0.026246872,193,0.148402977,193,0.131662139,193
-1000,17465290,195.066248,195.066282,0.034,0.175,C10 H11 O4,10,11,0,4,0,12,1.2,0.4,22,1,0,0.175,2.96118E+11,5.89809E-05,432.0373351,0.375,5,-0.4,0.151530753,195,1.448260363,194,0.048143909,195,0.128296212,195,0.11138377,195
334.94,3611650,195.139056,195.139053,-0.003,-0.015,C12 H19 O2,12,19,0,2,0,20,1.666666667,0.166666667,26,1,0,0.015,2.96118E+11,1.21967E-05,432.0373351,0.181818182,3,-1.333333333,0.07884101,195,1.376054375,194,0.024584404,195,0.201090347,195,0.184171596,195
14.01,355542496,197.081922,197.081932,0.011,0.056,C10 H13 O4,10,13,0,4,0,14,1.4,0.4,22,0,0,0.056,2.96118E+11,0.00120068,432.0373351,0.25,4,-0.6,0.138131446,197,1.448260363,196,0.033676289,197,0.144587014,197,0.127499814,197
507.82,2735069,197.093089,197.093166,0.077,0.392,C9 H13 N2 O3,9,13,2,3,0,14,1.555555556,0.333333333,22,1,2,0.392,2.96118E+11,9.23643E-06,432.0373351,0.090909091,4,-0.222222222,0.12690999,197,1.437113586,196,0.022448879,197,0.155824586,197,0.138736411,197
-1000,2129354,199.061167,199.061197,0.03,0.148,C9 H11 O5,9,11,0,5,0,12,1.333333333,0.555555556,20,-1,0,0.148,2.96118E+11,7.1909E-06,432.0373351,0.230769231,4,-0.222222222,0.161076511,199,1.484362861,198,0.055572327,199,0.124481249,199,0.107222445,199
283.91,3356646,199.097584,199.097583,-0.001,-0.005,C10 H15 O4,10,15,0,4,0,16,1.6,0.4,22,-1,0,0.005,2.96118E+11,1.13355E-05,432.0373351,0.125,3,-0.8,0.12473114,199,1.44825937,198,0.019207671,199,0.160878817,199,0.143616857,199
-1000,2031362,199.133908,199.133968,0.06,0.303,C11 H19 O3,11,19,0,3,0,20,1.818181818,0.272727273,24,-1,0,0.303,2.96118E+11,6.85998E-06,432.0373351,0.052631579,2,-1.272727273,0.088386768,199,1.412156872,198,0.017155986,199,0.197275384,199,0.18001027,199
-1000,5899295,199.170359,199.170354,-0.006,-0.029,C12 H23 O2,12,23,0,2,0,24,2,0.166666667,26,-1,0,0.029,2.96118E+11,1.99221E-05,432.0373351,0,1,-1.666666667,0.052041397,199,1.376053382,198,0.053520642,199,0.233672952,199,0.216404683,199
-1000,3166690,201.076766,201.076847,0.081,0.403,C9 H13 O5,9,13,0,5,0,14,1.555555556,0.555555556,20,-2,0,0.403,2.96118E+11,1.0694E-05,432.0373351,0.076923077,3,-0.444444444,0.147677204,201,1.484362861,200,0.041104707,201,0.140772052,201,0.123338488,201
-1000,2443262,201.113263,201.113233,-0.031,-0.152,C10 H17 O4,10,17,0,4,0,18,1.8,0.4,22,-2,0,0.152,2.96118E+11,8.25098E-06,432.0373351,0,2,-1,0.111331833,201,1.44825937,200,0.004740051,201,0.177169619,201,0.159732901,201
9.36,50279664,202.087334,202.087352,0.018,0.09,C12 H12 N O2,12,12,1,2,0,13,1.083333333,0.166666667,27,5,1,0.09,2.96118E+11,0.000169796,432.0373351,0.5,7,-0.5,0.138300543,202,1.481703669,201,0.03119247,202,0.151598305,202,0.13407713,202
-1000,2695148,203.071419,203.071368,-0.052,-0.254,C12 H11 O3,12,11,0,3,0,12,1,0.25,26,4,0,0.254,2.96118E+11,9.10161E-06,432.0373351,0.523809524,7,-0.5,0.155383304,203,1.50532781,201,0.047753693,203,0.135927137,203,0.118320646,203
-1000,2878973,203.092505,203.092497,-0.008,-0.038,C9 H15 O5,9,15,0,5,0,16,1.777777778,0.555555556,20,-3,0,0.038,2.96118E+11,9.7224E-06,432.0373351,-0.076923077,2,-0.666666667,0.134277896,203,1.484362861,202,0.026637088,203,0.157062854,203,0.139454532,203
-1000,2217480,203.107752,203.107753,0.001,0.006,C13 H15 O2,13,15,0,2,0,16,1.230769231,0.153846154,28,4,0,0.006,2.96118E+11,7.48851E-06,432.0373351,0.416666667,6,-0.923076923,0.119038931,203,1.469225312,202,0.011390037,203,0.172323704,203,0.154714059,203
-1000,2375380,204.030266,204.030231,-0.035,-0.169,C10 H6 N O4,10,6,1,4,0,7,0.7,0.4,23,4,1,0.169,2.96118E+11,8.02174E-06,432.0373351,0.714285714,8,0.4,0.197590979,204,1.553909657,202,0.089453163,204,0.095094972,204,0.077405347,204
-1000,4708621,204.102932,204.103002,0.071,0.345,C12 H14 N O2,12,14,1,2,0,15,1.25,0.166666667,27,4,1,0.345,2.96118E+11,1.59012E-05,432.0373351,0.4,6,-0.666666667,0.124901235,204,1.481703669,203,0.01672485,204,0.167889107,204,0.150193173,204
-1000,2261996,205.050689,205.050632,-0.057,-0.279,C11 H9 O4,11,9,0,4,0,10,0.909090909,0.363636364,24,3,0,0.279,2.96118E+11,7.63884E-06,432.0373351,0.555555556,7,-0.181818182,0.178329368,205,1.5414313,203,0.06965073,205,0.115820372,205,0.098042277,205
-1000,2999304,205.087067,205.087018,-0.05,-0.242,C12 H13 O3,12,13,0,3,0,14,1.166666667,0.25,26,3,0,0.242,2.96118E+11,1.01288E-05,432.0373351,0.428571429,6,-0.666666667,0.141983996,205,1.50532781,203,0.033286074,205,0.152217939,205,0.13443669,205
260.97,5867044,205.123398,205.123403,0.006,0.028,C13 H17 O2,13,17,0,2,0,18,1.384615385,0.153846154,28,3,0,0.028,2.96118E+11,1.98132E-05,432.0373351,0.333333333,5,-1.076923077,0.105639624,205,1.469225312,204,0.003077583,205,0.188614507,205,0.170830103,205
11.35,29843008,205.159804,205.159789,-0.015,-0.075,C14 H21 O,14,21,0,1,0,22,1.571428571,0.071428571,30,3,0,0.075,2.96118E+11,0.000100781,432.0373351,0.259259259,4,-1.428571429,0.069294253,205,1.433121822,204,0.039442238,205,0.225012074,205,0.207224515,205
412.64,2895878,207.066267,207.066282,0.015,0.073,C11 H11 O4,11,11,0,4,0,12,1.090909091,0.363636364,24,2,0,0.073,2.96118E+11,9.77948E-06,432.0373351,0.444444444,6,-0.363636364,0.16493006,207,1.5414313,205,0.055183111,207,0.132111174,207,0.114158321,207
-1000,7974429,209.081923,209.081932,0.01,0.046,C11 H13 O4,11,13,0,4,0,14,1.272727273,0.363636364,24,1,0,0.046,2.96118E+11,2.69299E-05,432.0373351,0.333333333,5,-0.545454545,0.151530753,209,1.5414313,207,0.040715491,209,0.148401977,209,0.130274364,209
-1000,2857017,209.118345,209.118318,-0.027,-0.129,C12 H17 O3,12,17,0,3,0,18,1.5,0.25,26,1,0,0.129,2.96118E+11,9.64825E-06,432.0373351,0.238095238,4,-1,0.115185382,209,1.50532781,207,0.004350835,209,0.184799544,209,0.166668777,209
-1000,3286101,209.154696,209.154703,0.008,0.037,C13 H21 O2,13,21,0,2,0,22,1.692307692,0.153846154,28,1,0,0.037,2.96118E+11,1.10973E-05,432.0373351,0.166666667,3,-1.384615385,0.07884101,209,1.469225312,208,0.032012821,209,0.221196111,209,0.20306219,209
544.08,2231836,210.077249,210.077181,-0.067,-0.32,C10 H12 N O4,10,12,1,4,0,13,1.3,0.4,23,1,1,0.32,2.96118E+11,7.53699E-06,432.0373351,0.285714286,5,-0.2,0.157393057,210,1.553909657,208,0.046050304,210,0.14396738,210,0.125753478,210
-1000,2248153,210.988577,210.988426,-0.151,-0.718,C8 H3 O7,8,3,0,7,0,4,0.5,0.875,18,0,0,0.718,2.96118E+11,7.59209E-06,432.0373351,0.777777778,7,1.25,0.247165561,211,1.649739786,209,0.135339841,211,0.055502077,211,0.037209169,211
-1000,2463761,211.061266,211.061197,-0.069,-0.325,C10 H11 O5,10,11,0,5,0,12,1.2,0.5,22,0,0,0.325,2.96118E+11,8.32021E-06,432.0373351,0.333333333,5,-0.2,0.174475818,211,1.577533798,209,0.062611528,211,0.128296212,211,0.109996995,211
-1000,5925917,211.076436,211.076453,0.017,0.08,C14 H11 O2,14,11,0,2,0,12,0.857142857,0.142857143,30,7,0,0.08,2.96118E+11,2.0012E-05,432.0373351,0.615384615,9,-0.571428571,0.159236853,211,1.562396249,209,0.047364477,211,0.143557062,211,0.125256522,211
-1000,7002157,211.097599,211.097583,-0.017,-0.08,C11 H15 O4,11,15,0,4,0,16,1.454545455,0.363636364,24,0,0,0.08,2.96118E+11,2.36465E-05,432.0373351,0.222222222,4,-0.727272727,0.138130447,211,1.541430308,209,0.026246872,211,0.164693779,211,0.146391408,211
53.27,409489472,211.116368,211.11621,-0.158,-0.748,C12 H19 O S,12,19,0,1,1,20,1.666666667,0.083333333,26,2,1,0.748,2.96118E+11,0.001382861,432.0373351,0.142857143,3,-1.333333333,0.119524246,211,1.522947932,209,0.007630799,211,0.183326701,211,0.165022715,211
-1000,3525193,211.133995,211.133968,-0.027,-0.127,C12 H19 O3,12,19,0,3,0,20,1.666666667,0.25,26,0,0,0.127,2.96118E+11,1.19047E-05,432.0373351,0.142857143,3,-1.166666667,0.101786075,211,1.50532781,209,0.010116784,211,0.201090347,211,0.182784821,211
-1000,12598809,213.076826,213.076847,0.021,0.1,C10 H13 O5,10,13,0,5,0,14,1.4,0.5,22,-1,0,0.1,2.96118E+11,4.25466E-05,432.0373351,0.2,4,-0.4,0.161076511,213,1.577533798,211,0.048143909,213,0.144587014,213,0.126113039,213
5.79,16820506,214.087372,214.087352,-0.02,-0.095,C13 H12 N O2,13,12,1,2,0,13,1,0.153846154,29,6,1,0.095,2.96118E+11,5.68035E-05,432.0373351,0.545454545,8,-0.461538462,0.15169985,214,1.574874606,212,0.038231671,214,0.155413267,214,0.13685168,214
500.15,2175799,214.123714,214.123738,0.024,0.111,C14 H16 N O,14,16,1,1,0,17,1.214285714,0.071428571,31,6,1,0.111,2.96118E+11,7.34775E-06,432.0373351,0.44,7,-0.857142857,0.115354479,214,1.538771116,212,0.001867015,214,0.191810835,214,0.173246093,214
-1000,5832726,215.092547,215.092497,-0.05,-0.231,C10 H15 O5,10,15,0,5,0,16,1.6,0.5,22,-2,0,0.231,2.96118E+11,1.96973E-05,432.0373351,0.066666667,3,-0.6,0.147677204,215,1.577533798,213,0.033676289,215,0.160877816,215,0.142229082,215
