mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,dbe_o,NSP,abserrPpm,sumintens,relativeintens,avemass,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
-1000,2806061,321.210507,321.210504,-0.003,-0.01,C16 H33 O4 S,16,33,0,4,1,34,2.125,0.25,34,-4,1,0.01,1.4779E+11,1.89868E-05,447.7206444,-0.230769231,0,-1.5,0.148162518,321,2.28345298,319,0.022081873,321,0.312621167,321,0.284771896,321
482.64,2496270,322.039159,322.039082,-0.077,-0.239,C14 H12 N O6 S,14,12,1,6,1,13,0.928571429,0.428571429,31,3,2,0.239,1.4779E+11,1.68906E-05,447.7206444,0.444444444,9,0.285714286,0.320509716,322,2.461308263,320,0.149826171,322,0.141462584,322,0.113541473,322
-1000,25075502,322.093221,322.093225,0.004,0.014,C15 H16 N O7,15,16,1,7,0,17,1.133333333,0.466666667,33,1,1,0.014,1.4779E+11,0.000169669,447.7206444,0.333333333,8,0,0.266427172,322,2.407585642,320,0.095714932,322,0.195622796,322,0.167696992,322
587.42,2614580,322.10446,322.104459,-0.001,-0.004,C14 H16 N3 O6,14,16,3,6,0,17,1.214285714,0.428571429,33,2,3,0.004,1.4779E+11,1.76911E-05,447.7206444,0.25,8,0.285714286,0.255205716,322,2.396438866,320,0.084487522,322,0.206860368,322,0.178933589,322
-1000,14073667,322.12962,322.129611,-0.009,-0.029,C16 H20 N O6,16,20,1,6,0,21,1.3125,0.375,35,1,1,0.029,1.4779E+11,9.52272E-05,447.7206444,0.25,7,-0.375,0.230081801,322,2.371482152,320,0.059350276,322,0.232020364,322,0.204091405,322
267.66,9363288,322.166033,322.165996,-0.037,-0.114,C17 H24 N O5,17,24,1,5,0,25,1.470588235,0.294117647,37,1,1,0.114,1.4779E+11,6.33552E-05,447.7206444,0.185185185,6,-0.705882353,0.193737429,322,2.335379654,320,0.022986619,322,0.268416931,322,0.240484818,322
529.99,5015921,323.080614,323.080612,-0.002,-0.005,C12 H19 O8 S,12,19,0,8,1,20,1.666666667,0.666666667,26,-5,1,0.005,1.4779E+11,3.39394E-05,447.7206444,-0.285714286,3,-0.166666667,0.280142698,323,2.427864957,321,0.108907133,323,0.1833237,323,0.155312288,323
10.15,218448256,323.113648,323.113627,-0.022,-0.067,C16 H19 O7,16,19,0,7,0,20,1.25,0.4375,34,0,0,0.067,1.4779E+11,0.001478096,447.7206444,0.28,7,-0.375,0.247164562,323,2.395106293,321,0.0759115,323,0.216349196,323,0.188334922,323
495.84,32792966,323.117016,323.116998,-0.018,-0.056,C13 H23 O7 S,13,23,0,7,1,24,1.846153846,0.538461538,28,-5,1,0.056,1.4779E+11,0.000221888,447.7206444,-0.294117647,2,-0.615384615,0.243797327,323,2.391761467,321,0.072542477,323,0.219721268,323,0.191706701,323
620.82,7668107,323.124856,323.12486,0.004,0.013,C15 H19 N2 O6,15,19,2,6,0,20,1.333333333,0.4,34,1,2,0.013,1.4779E+11,5.1885E-05,447.7206444,0.2,7,-0.133333333,0.235944105,323,2.383960509,321,0.064685089,323,0.227585767,323,0.199570519,323
10.28,93110680,323.150031,323.150012,-0.019,-0.058,C17 H23 O6,17,23,0,6,0,24,1.411764706,0.352941176,36,0,0,0.058,1.4779E+11,0.000630019,447.7206444,0.214285714,6,-0.705882353,0.21082019,323,2.359003795,321,0.039547843,323,0.252745763,323,0.224728334,323
633.35,2844064,323.161238,323.161245,0.008,0.024,C16 H23 N2 O5,16,23,2,5,0,24,1.5,0.3125,36,1,2,0.024,1.4779E+11,1.92439E-05,447.7206444,0.130434783,6,-0.5,0.199599733,323,2.347858011,321,0.028321432,323,0.263982334,323,0.235963932,323
500.9,6748581,323.168567,323.168639,0.072,0.223,C18 H27 O3 S,18,27,0,3,1,28,1.555555556,0.166666667,38,2,1,0.223,1.4779E+11,4.56632E-05,447.7206444,0.161290323,5,-1.111111111,0.192213989,323,2.34052142,321,0.02093177,323,0.271378685,323,0.243359641,323
100.5,13902255,323.18641,323.186398,-0.012,-0.038,C18 H27 O5,18,27,0,5,0,28,1.555555556,0.277777778,38,0,0,0.038,1.4779E+11,9.40674E-05,447.7206444,0.161290323,5,-1,0.174474819,323,2.322900305,321,0.003183187,323,0.289143331,323,0.261122747,323
9.7,24699858,324.108881,324.108876,-0.006,-0.017,C15 H18 N O7,15,18,1,7,0,19,1.266666667,0.466666667,33,0,1,0.017,1.4779E+11,0.000167128,447.7206444,0.238095238,7,-0.133333333,0.253026866,324,2.40758465,322,0.081246313,324,0.211914599,324,0.183814036,324
76.02,7853031,324.145248,324.145261,0.013,0.039,C16 H22 N O6,16,22,1,6,0,23,1.4375,0.375,35,0,1,0.039,1.4779E+11,5.31363E-05,447.7206444,0.166666667,6,-0.5,0.216682494,324,2.371482152,322,0.044882656,324,0.248311166,324,0.220207448,324
382.67,2716135,325.00227,325.002362,0.092,0.282,C13 H9 O8 S,13,9,0,8,1,10,0.769230769,0.615384615,28,1,1,0.282,1.4779E+11,1.83783E-05,447.7206444,0.5,9,0.615384615,0.360538541,325,2.521035894,322,0.188284432,325,0.10568465,325,0.077506621,325
518.27,4951571,325.075071,325.075133,0.062,0.192,C15 H17 O6 S,15,17,0,6,1,18,1.2,0.4,32,1,1,0.192,1.4779E+11,3.3504E-05,447.7206444,0.272727273,7,-0.266666667,0.287848798,325,2.448829906,323,0.115556119,325,0.178478785,325,0.150294446,325
518.9,15758879,325.096286,325.096262,-0.023,-0.072,C12 H21 O8 S,12,21,0,8,1,22,1.833333333,0.666666667,26,-6,1,0.072,1.4779E+11,0.00010663,447.7206444,-0.428571429,2,-0.333333333,0.26674339,325,2.427864957,323,0.094439514,325,0.199614502,325,0.171428332,325
4,198395440,325.129298,325.129277,-0.022,-0.067,C16 H21 O7,16,21,0,7,0,22,1.375,0.4375,34,-1,0,0.067,1.4779E+11,0.001342411,447.7206444,0.2,6,-0.5,0.233765255,325,2.395106293,323,0.06144388,325,0.232639998,325,0.204450965,325
619.39,4388410,325.140464,325.14051,0.046,0.14,C15 H21 N2 O6,15,21,2,6,0,22,1.466666667,0.4,34,0,2,0.14,1.4779E+11,2.96935E-05,447.7206444,0.1,6,-0.266666667,0.222544798,325,2.383960509,323,0.05021747,325,0.24387657,325,0.215686562,325
702.51,2941501,325.144674,325.144533,-0.141,-0.435,C20 H21 O4,20,21,0,4,0,22,1.1,0.2,42,6,0,0.435,1.4779E+11,1.99032E-05,447.7206444,0.444444444,10,-0.7,0.21852629,325,2.379968745,323,0.046196829,325,0.247900848,325,0.219710493,325
10.67,55428680,325.165682,325.165662,-0.02,-0.061,C17 H25 O6,17,25,0,6,0,26,1.529411765,0.352941176,36,-1,0,0.061,1.4779E+11,0.000375049,447.7206444,0.142857143,5,-0.823529412,0.197420883,325,2.359003795,323,0.025080224,325,0.269036566,325,0.240844378,325
14.39,218908240,325.184299,325.18429,-0.009,-0.029,C18 H29 O3 S,18,29,0,3,1,30,1.666666667,0.166666667,38,1,1,0.029,1.4779E+11,0.001481208,447.7206444,0.096774194,4,-1.222222222,0.178813683,325,2.340520428,323,0.006463151,325,0.287670488,325,0.259476685,325
-1000,3372639,325.202054,325.202048,-0.007,-0.02,C18 H29 O5,18,29,0,5,0,30,1.666666667,0.277777778,38,-1,0,0.02,1.4779E+11,2.28204E-05,447.7206444,0.096774194,4,-1.111111111,0.161075512,325,2.322900305,323,0.011284432,325,0.305434133,325,0.277238791,325
494.21,2544748,326.07038,326.070382,0.002,0.007,C14 H16 N O6 S,14,16,1,6,1,17,1.214285714,0.428571429,31,1,2,0.007,1.4779E+11,1.72186E-05,447.7206444,0.222222222,7,0,0.293711102,326,2.461308263,324,0.120890933,326,0.174044188,326,0.145773561,326
46.17,17094796,326.124538,326.124526,-0.012,-0.038,C15 H20 N O7,15,20,1,7,0,21,1.4,0.466666667,33,-1,1,0.038,1.4779E+11,0.000115669,447.7206444,0.142857143,6,-0.266666667,0.239627559,326,2.40758465,324,0.066778694,326,0.228205402,326,0.199930079,326
415.94,4249763,326.160867,326.160911,0.044,0.134,C16 H24 N O6,16,24,1,6,0,25,1.5625,0.375,35,-1,1,0.134,1.4779E+11,2.87554E-05,447.7206444,0.083333333,5,-0.625,0.203283187,326,2.371482152,324,0.030415037,326,0.264601969,326,0.236323492,326
505.49,10476249,327.090756,327.090783,0.027,0.082,C15 H19 O6 S,15,19,0,6,1,20,1.333333333,0.4,32,0,1,0.082,1.4779E+11,7.08859E-05,447.7206444,0.181818182,6,-0.4,0.27444949,327,2.448829906,325,0.1010885,327,0.194769588,327,0.16641049,327
691.43,7418606,327.123805,327.123797,-0.008,-0.023,C19 H19 O5,19,19,0,5,0,20,1.052631579,0.263157895,40,5,0,0.023,1.4779E+11,5.01968E-05,447.7206444,0.454545455,10,-0.526315789,0.241472354,327,2.416072235,325,0.068093866,327,0.227794083,327,0.199432123,327
638.59,100780792,327.144951,327.144927,-0.024,-0.073,C16 H23 O7,16,23,0,7,0,24,1.5,0.4375,34,-2,0,0.073,1.4779E+11,0.000681917,447.7206444,0.12,5,-0.625,0.220365948,327,2.395106293,325,0.046976261,327,0.248930801,327,0.220567009,327
663.5,4762372,327.160151,327.160183,0.032,0.098,C20 H23 O4,20,23,0,4,0,24,1.2,0.2,42,5,0,0.098,1.4779E+11,3.22238E-05,447.7206444,0.388888889,9,-0.8,0.205126983,327,2.379968745,325,0.03172921,327,0.264191651,327,0.235826536,327
18.56,43010832,327.181342,327.181312,-0.029,-0.09,C17 H27 O6,17,27,0,6,0,28,1.647058824,0.352941176,36,-2,0,0.09,1.4779E+11,0.000291026,447.7206444,0.071428571,4,-0.941176471,0.184021576,327,2.359003795,325,0.010612604,327,0.285327368,327,0.256960421,327
491.07,3102015,328.085993,328.086032,0.039,0.12,C14 H18 N O6 S,14,18,1,6,1,19,1.357142857,0.428571429,31,0,2,0.12,1.4779E+11,2.09893E-05,447.7206444,0.111111111,6,-0.142857143,0.280311794,328,2.461308263,326,0.106423313,328,0.190334991,328,0.161889604,328
637.25,3107155,328.119091,328.119046,-0.045,-0.136,C18 H18 N O5,18,18,1,5,0,19,1.055555556,0.277777778,39,5,1,0.136,1.4779E+11,2.10241E-05,447.7206444,0.448275862,10,-0.333333333,0.247334658,328,2.428550592,326,0.073428679,328,0.223359486,328,0.194911237,328
455.4,10571104,328.140231,328.140176,-0.056,-0.17,C15 H22 N O7,15,22,1,7,0,23,1.533333333,0.466666667,33,-2,1,0.17,1.4779E+11,7.15277E-05,447.7206444,0.047619048,5,-0.4,0.226228252,328,2.40758465,326,0.052311074,328,0.244496204,328,0.216046123,328
602.87,19181496,329.103085,329.103062,-0.023,-0.069,C18 H17 O6,18,17,0,6,0,18,1,0.333333333,38,4,0,0.069,1.4779E+11,0.000129789,447.7206444,0.466666667,10,-0.333333333,0.264417419,329,2.452174733,327,0.089989903,329,0.207688318,329,0.179154754,329
503.73,24899514,329.106452,329.106433,-0.019,-0.057,C15 H21 O6 S,15,21,0,6,1,22,1.466666667,0.4,32,-1,1,0.057,1.4779E+11,0.000168479,447.7206444,0.090909091,5,-0.533333333,0.261050183,329,2.448829906,327,0.086620881,329,0.21106039,329,0.182526534,329
639.94,3815615,329.114251,329.114295,0.045,0.136,C17 H17 N2 O5,17,17,2,5,0,18,1.058823529,0.294117647,38,5,2,0.136,1.4779E+11,2.58178E-05,447.7206444,0.44,10,-0.117647059,0.253196962,329,2.441028948,327,0.078763492,329,0.21892489,329,0.190390351,329
737.44,2561986,329.120396,329.120168,-0.228,-0.692,C10 H21 N2 O10,10,21,2,10,0,22,2.2,1,24,-9,2,0.692,1.4779E+11,1.73353E-05,447.7206444,-2,1,0.4,0.24733052,329,2.435201548,327,0.072893938,329,0.224799757,329,0.196264709,329
695.58,2760652,329.13532,329.135425,0.105,0.318,C14 H21 N2 O7,14,21,2,7,0,22,1.571428571,0.5,32,-2,2,0.318,1.4779E+11,1.86795E-05,447.7206444,-0.058823529,5,-0.142857143,0.232090556,329,2.420063007,327,0.057645887,329,0.240061607,329,0.211525237,329
678.06,15228878,329.139455,329.139447,-0.008,-0.023,C19 H21 O5,19,21,0,5,0,22,1.157894737,0.263157895,40,4,0,0.023,1.4779E+11,0.000103044,447.7206444,0.393939394,9,-0.631578947,0.228073047,329,2.416072235,327,0.053626247,329,0.244084886,329,0.215548167,329
191.75,32624604,329.160576,329.160577,0.001,0.003,C16 H25 O7,16,25,0,7,0,26,1.625,0.4375,34,-3,0,0.003,1.4779E+11,0.000220749,447.7206444,0.04,4,-0.75,0.206966641,329,2.395106293,327,0.032508641,329,0.265221603,329,0.236683052,329
95.44,13049829,329.175824,329.175833,0.009,0.028,C20 H25 O4,20,25,0,4,0,26,1.3,0.2,42,4,0,0.028,1.4779E+11,8.82996E-05,447.7206444,0.333333333,8,-0.9,0.191727676,329,2.379968745,327,0.017261591,329,0.280482453,329,0.25194258,329
-1000,3828722,329.19704,329.196962,-0.078,-0.236,C17 H29 O6,17,29,0,6,0,30,1.764705882,0.352941176,36,-3,0,0.236,1.4779E+11,2.59064E-05,447.7206444,0,3,-1.058823529,0.170622269,329,2.359003795,327,0.003855015,329,0.301618171,329,0.273076465,329
594.99,8780329,330.098294,330.098311,0.017,0.051,C17 H16 N O6,17,16,1,6,0,17,1,0.352941176,37,4,1,0.051,1.4779E+11,5.94107E-05,447.7206444,0.461538462,10,-0.117647059,0.270279723,330,2.46465309,328,0.095324716,330,0.203253722,330,0.174633868,330
485.95,5478956,330.101688,330.101682,-0.006,-0.017,C14 H20 N O6 S,14,20,1,6,1,21,1.5,0.428571429,31,-1,2,0.017,1.4779E+11,3.70725E-05,447.7206444,0,5,-0.285714286,0.266912487,330,2.461308263,328,0.091955694,330,0.206625793,330,0.178005648,330
751.16,8137271,330.119507,330.11944,-0.067,-0.202,C14 H20 N O8,14,20,1,8,0,21,1.5,0.571428571,31,-3,1,0.202,1.4779E+11,5.50596E-05,447.7206444,0,5,-0.142857143,0.249174316,330,2.44368814,328,0.074208111,330,0.224389439,330,0.195767753,330
48.27,92721744,330.155868,330.155826,-0.043,-0.129,C15 H24 N O7,15,24,1,7,0,25,1.666666667,0.466666667,33,-3,1,0.129,1.4779E+11,0.000627387,447.7206444,-0.047619048,4,-0.533333333,0.212828945,330,2.40758465,328,0.037843455,330,0.260787006,330,0.232162166,330
120.27,32003226,331.08236,331.082326,-0.033,-0.1,C17 H15 O7,17,15,0,7,0,16,0.941176471,0.411764706,36,3,0,0.1,1.4779E+11,0.000216545,447.7206444,0.481481481,10,-0.117647059,0.287363483,331,2.488278223,329,0.11188694,331,0.187581553,331,0.158876385,331
602.72,7847074,331.093586,331.09356,-0.027,-0.081,C16 H15 N2 O6,16,15,2,6,0,16,1,0.375,36,4,2,0.081,1.4779E+11,5.3096E-05,447.7206444,0.454545455,10,0.125,0.276142027,331,2.477131446,329,0.10065953,331,0.198819125,331,0.170112982,331
124.32,42276020,331.118738,331.118712,-0.026,-0.078,C18 H19 O6,18,19,0,6,0,20,1.111111111,0.333333333,38,3,0,0.078,1.4779E+11,0.000286054,447.7206444,0.4,9,-0.444444444,0.251018112,331,2.452174733,329,0.075522284,331,0.223979121,331,0.195270798,331
464.28,20878516,331.12209,331.122083,-0.006,-0.019,C15 H23 O6 S,15,23,0,6,1,24,1.6,0.4,32,-2,1,0.019,1.4779E+11,0.000141271,447.7206444,0,4,-0.666666667,0.247650876,331,2.448829906,329,0.072153261,331,0.227351193,331,0.198642577,331
250.66,27702464,331.139847,331.139841,-0.005,-0.016,C15 H23 O8,15,23,0,8,0,24,1.6,0.533333333,32,-4,0,0.016,1.4779E+11,0.000187444,447.7206444,0,4,-0.533333333,0.229912705,331,2.431209783,329,0.054405678,331,0.245114838,331,0.216404683,331
42.76,26752202,331.155099,331.155097,-0.002,-0.006,C19 H23 O5,19,23,0,5,0,24,1.263157895,0.263157895,40,3,0,0.006,1.4779E+11,0.000181015,447.7206444,0.333333333,8,-0.736842105,0.21467374,331,2.416072235,329,0.039158627,331,0.260375688,331,0.23166421,331
547.3,10798288,331.166326,331.166331,0.004,0.013,C18 H23 N2 O4,18,23,2,4,0,24,1.333333333,0.222222222,40,4,2,0.013,1.4779E+11,7.30649E-05,447.7206444,0.285714286,8,-0.555555556,0.203452284,331,2.404925458,329,0.027931217,331,0.27161326,331,0.242900808,331
-1000,7158999,331.176215,331.176227,0.012,0.035,C16 H27 O7,16,27,0,7,0,28,1.75,0.4375,34,-4,0,0.035,1.4779E+11,4.84402E-05,447.7206444,-0.04,3,-0.875,0.193567334,331,2.395106293,329,0.018041022,331,0.281512406,331,0.252799096,331
13.86,11252960,331.19149,331.191483,-0.007,-0.02,C20 H27 O4,20,27,0,4,0,28,1.4,0.2,42,3,0,0.02,1.4779E+11,7.61414E-05,447.7206444,0.277777778,7,-1,0.178328369,331,2.379968745,329,0.002793971,331,0.296773256,331,0.268058623,331
-1000,4006126,331.212712,331.212612,-0.099,-0.3,C17 H31 O6,17,31,0,6,0,32,1.882352941,0.352941176,36,-4,0,0.3,1.4779E+11,2.71068E-05,447.7206444,-0.071428571,2,-1.176470588,0.157222961,331,2.359003795,329,0.018322635,331,0.317908973,331,0.289192509,331
208.67,13899546,332.077575,332.077575,0.001,0.003,C16 H14 N O7,16,14,1,7,0,15,0.9375,0.4375,35,3,1,0.003,1.4779E+11,9.40491E-05,447.7206444,0.47826087,10,0.125,0.293225787,332,2.50075658,329,0.117221753,332,0.183146956,332,0.154355499,332
463.65,10979121,332.114021,332.113961,-0.061,-0.182,C17 H18 N O6,17,18,1,6,0,19,1.117647059,0.352941176,37,3,1,0.182,1.4779E+11,7.42885E-05,447.7206444,0.384615385,9,-0.235294118,0.256880416,332,2.46465309,330,0.080857097,332,0.219544524,332,0.190749912,332
430.91,13662011,332.128463,332.128566,0.102,0.308,C13 H22 N3 O5 S,13,22,3,5,1,23,1.769230769,0.384615385,31,-1,4,0.308,1.4779E+11,9.24418E-05,447.7206444,-0.384615385,4,-0.153846154,0.242291724,332,2.450161486,330,0.066260664,332,0.234154167,332,0.205358289,332
488.67,5693246,332.132575,332.132588,0.013,0.04,C18 H22 N O3 S,18,22,1,3,1,23,1.277777778,0.166666667,39,5,2,0.04,1.4779E+11,3.85225E-05,447.7206444,0.310344828,8,-0.666666667,0.238274215,332,2.446170714,330,0.062241024,332,0.238177446,332,0.209381219,332
537.59,3551039,332.135264,332.13509,-0.173,-0.522,C14 H22 N O8,14,22,1,8,0,23,1.642857143,0.571428571,31,-4,1,0.522,1.4779E+11,2.40275E-05,447.7206444,-0.111111111,4,-0.285714286,0.235775009,332,2.44368814,330,0.059740491,332,0.240680241,332,0.211883797,332
357.03,5173065,332.150439,332.150346,-0.093,-0.279,C18 H22 N O5,18,22,1,5,0,23,1.277777778,0.277777778,39,3,1,0.279,1.4779E+11,3.50027E-05,447.7206444,0.310344828,8,-0.555555556,0.220536044,332,2.428550592,330,0.04449344,332,0.255941091,332,0.227143324,332
41.95,38984088,333.061624,333.061591,-0.033,-0.1,C16 H13 O8,16,13,0,8,0,14,0.875,0.5,34,2,0,0.1,1.4779E+11,0.00026378,447.7206444,0.5,10,0.125,0.310308548,333,2.524380721,330,0.133782977,333,0.167475788,333,0.138599016,333
600.29,9677216,333.072835,333.072824,-0.011,-0.032,C15 H13 N2 O7,15,13,2,7,0,14,0.933333333,0.466666667,34,3,2,0.032,1.4779E+11,6.54794E-05,447.7206444,0.473684211,10,0.4,0.299088091,333,2.513234937,330,0.122556566,333,0.17871236,333,0.149834613,333
27.61,69818800,333.098004,333.097976,-0.027,-0.082,C17 H17 O7,17,17,0,7,0,18,1.058823529,0.411764706,36,2,0,0.082,1.4779E+11,0.000472418,447.7206444,0.407407407,9,-0.235294118,0.273964176,333,2.488278223,331,0.09741932,333,0.203872356,333,0.174992428,333
512.23,13482419,333.101324,333.101348,0.024,0.073,C14 H21 O7 S,14,21,0,7,1,22,1.571428571,0.5,30,-3,1,0.073,1.4779E+11,9.12267E-05,447.7206444,-0.052631579,4,-0.428571429,0.270595941,333,2.484932404,331,0.094049298,333,0.207245428,333,0.178365208,333
610.87,11135416,333.109249,333.10921,-0.039,-0.117,C16 H17 N2 O6,16,17,2,6,0,18,1.125,0.375,36,3,2,0.117,1.4779E+11,7.5346E-05,447.7206444,0.363636364,9,0,0.26274272,333,2.477131446,331,0.08619191,333,0.215109927,333,0.186229026,333
134.89,10959294,333.119127,333.119106,-0.021,-0.063,C14 H21 O9,14,21,0,9,0,22,1.571428571,0.642857143,30,-5,0,0.063,1.4779E+11,7.41543E-05,447.7206444,-0.052631579,4,-0.285714286,0.25285777,333,2.467312281,331,0.076301715,333,0.225009073,333,0.196127314,333
28.57,73750984,333.13437,333.134362,-0.008,-0.023,C18 H21 O6,18,21,0,6,0,22,1.222222222,0.333333333,38,2,0,0.023,1.4779E+11,0.000499024,447.7206444,0.333333333,8,-0.555555556,0.237618805,333,2.452174733,331,0.061054664,333,0.240269923,333,0.211386841,333
472.07,4984267,333.13774,333.137733,-0.006,-0.019,C15 H25 O6 S,15,25,0,6,1,26,1.733333333,0.4,32,-3,1,0.019,1.4779E+11,3.37253E-05,447.7206444,-0.090909091,3,-0.8,0.234251569,333,2.448829906,331,0.057685642,333,0.243641995,333,0.214758621,333
-1000,3170774,333.155534,333.155491,-0.043,-0.129,C15 H25 O8,15,25,0,8,0,26,1.733333333,0.533333333,32,-5,0,0.129,1.4779E+11,2.14545E-05,447.7206444,-0.090909091,3,-0.666666667,0.216513398,333,2.431209783,331,0.039938059,333,0.26140564,333,0.232520727,333
69.22,32651744,333.170747,333.170747,0,0.001,C19 H25 O5,19,25,0,5,0,26,1.368421053,0.263157895,40,2,0,0.001,1.4779E+11,0.000220933,447.7206444,0.272727273,7,-0.842105263,0.201274433,333,2.416072235,331,0.024691008,333,0.276666491,333,0.247780254,333
58.83,8739320,333.207183,333.207133,-0.05,-0.15,C20 H29 O4,20,29,0,4,0,30,1.5,0.2,42,2,0,0.15,1.4779E+11,5.91332E-05,447.7206444,0.222222222,6,-1.1,0.164929061,333,2.379968745,331,0.011673648,333,0.313064058,333,0.284174667,333
480.14,2579483,334.039108,334.039082,-0.027,-0.08,C15 H12 N O6 S,15,12,1,6,1,13,0.866666667,0.4,33,4,2,0.08,1.4779E+11,1.74537E-05,447.7206444,0.5,10,0.266666667,0.333909023,334,2.5544792,331,0.156865373,334,0.145277546,334,0.116316024,334
105.76,13392934,334.056828,334.05684,0.012,0.035,C15 H12 N O8,15,12,1,8,0,13,0.866666667,0.533333333,33,2,1,0.035,1.4779E+11,9.06212E-05,447.7206444,0.5,10,0.4,0.316170852,334,2.536859078,331,0.13911779,334,0.163041192,334,0.13407813,334
24.34,19807294,334.093247,334.093225,-0.022,-0.065,C16 H16 N O7,16,16,1,7,0,17,1.0625,0.4375,35,2,1,0.065,1.4779E+11,0.000134023,447.7206444,0.391304348,9,0,0.27982648,334,2.50075658,331,0.102754133,334,0.199437759,334,0.170471542,334
532.87,3470400,334.096654,334.096597,-0.058,-0.172,C13 H20 N O7 S,13,20,1,7,1,21,1.615384615,0.538461538,29,-3,2,0.172,1.4779E+11,2.34819E-05,447.7206444,-0.2,4,-0.153846154,0.276458245,334,2.497410761,332,0.099384111,334,0.202810831,334,0.173844322,334
647.76,4507724,334.114447,334.114355,-0.092,-0.275,C13 H20 N O9,13,20,1,9,0,21,1.615384615,0.692307692,29,-5,1,0.275,1.4779E+11,3.05008E-05,447.7206444,-0.2,4,0,0.258720074,334,2.479790638,332,0.081636528,334,0.220574476,334,0.191606428,334
10.29,13134934,334.129636,334.129611,-0.025,-0.074,C17 H20 N O6,17,20,1,6,0,21,1.235294118,0.352941176,37,2,1,0.074,1.4779E+11,8.88755E-05,447.7206444,0.307692308,8,-0.352941176,0.243481109,334,2.46465309,332,0.066389478,334,0.235835326,334,0.206865955,334
631.05,3065438,334.14068,334.140844,0.164,0.491,C16 H20 N3 O5,16,20,3,5,0,21,1.3125,0.3125,37,3,3,0.491,1.4779E+11,2.07418E-05,447.7206444,0.238095238,8,-0.125,0.232260651,334,2.453507305,332,0.055163067,334,0.247071898,334,0.218101553,334
649.87,3052644,334.150813,334.15074,-0.073,-0.217,C14 H24 N O8,14,24,1,8,0,25,1.785714286,0.571428571,31,-5,1,0.217,1.4779E+11,2.06552E-05,447.7206444,-0.222222222,3,-0.428571429,0.222375701,334,2.44368814,332,0.045272872,334,0.256971044,334,0.227999841,334
418,3676270,334.165945,334.165996,0.051,0.154,C18 H24 N O5,18,24,1,5,0,25,1.388888889,0.277777778,39,2,1,0.154,1.4779E+11,2.48749E-05,447.7206444,0.24137931,7,-0.666666667,0.207136736,334,2.428550592,332,0.030025821,334,0.272231894,334,0.243259368,334
594.21,6313659,335.052083,335.052089,0.006,0.017,C14 H11 N2 O8,14,11,2,8,0,12,0.857142857,0.571428571,32,2,2,0.017,1.4779E+11,4.27204E-05,447.7206444,0.5,10,0.714285714,0.322033156,335,2.549337435,332,0.144452603,335,0.158606595,335,0.129557244,335
520.25,11574990,335.08066,335.080612,-0.047,-0.141,C13 H19 O8 S,13,19,0,8,1,20,1.538461538,0.615384615,28,-4,1,0.141,1.4779E+11,7.83203E-05,447.7206444,-0.125,4,-0.153846154,0.293542005,335,2.521035894,332,0.115946335,335,0.187138663,335,0.158086839,335
609.96,15232723,335.088497,335.088474,-0.023,-0.068,C15 H15 N2 O7,15,15,2,7,0,16,1.066666667,0.466666667,34,2,2,0.068,1.4779E+11,0.00010307,447.7206444,0.368421053,9,0.266666667,0.285688784,335,2.513234937,332,0.108088947,335,0.195003162,335,0.165950656,335
14.61,163012320,335.113625,335.113627,0.001,0.003,C17 H19 O7,17,19,0,7,0,20,1.176470588,0.411764706,36,1,0,0.003,1.4779E+11,0.001102997,447.7206444,0.333333333,8,-0.352941176,0.26056387,335,2.488277231,333,0.082950701,335,0.220164158,335,0.191109472,335
622.64,8294123,335.12488,335.12486,-0.02,-0.059,C16 H19 N2 O6,16,19,2,6,0,20,1.25,0.375,36,2,2,0.059,1.4779E+11,5.61209E-05,447.7206444,0.272727273,8,-0.125,0.249343413,335,2.477131446,333,0.071724291,335,0.23140073,335,0.202345069,335
11.28,101080824,335.150033,335.150012,-0.021,-0.061,C18 H23 O6,18,23,0,6,0,24,1.333333333,0.333333333,38,1,0,0.061,1.4779E+11,0.000683947,447.7206444,0.266666667,7,-0.666666667,0.224219497,335,2.452174733,333,0.046587045,335,0.256560726,335,0.227502885,335
466.68,4775690,335.171102,335.171141,0.039,0.117,C15 H27 O8,15,27,0,8,0,28,1.866666667,0.533333333,32,-6,0,0.117,1.4779E+11,3.2314E-05,447.7206444,-0.181818182,2,-0.8,0.20311409,335,2.431209783,333,0.025470439,335,0.277696443,335,0.24863677,335
77.11,27819796,335.186441,335.186398,-0.044,-0.131,C19 H27 O5,19,27,0,5,0,28,1.473684211,0.263157895,40,1,0,0.131,1.4779E+11,0.000188238,447.7206444,0.212121212,6,-0.947368421,0.187874126,335,2.416071243,333,0.010222389,335,0.292958293,335,0.263897298,335
70.37,86105880,335.197642,335.197631,-0.011,-0.033,C18 H27 N2 O4,18,27,2,4,0,28,1.555555556,0.222222222,40,2,2,0.033,1.4779E+11,0.000582622,447.7206444,0.142857143,6,-0.777777778,0.176653669,335,2.404925458,333,0.001004022,335,0.304194864,335,0.275132895,335
-1000,4191021,335.222836,335.222783,-0.053,-0.158,C20 H31 O4,20,31,0,4,0,32,1.6,0.2,42,1,0,0.158,1.4779E+11,2.83579E-05,447.7206444,0.166666667,5,-1.2,0.151529754,335,2.379968745,333,0.026141268,335,0.329354861,335,0.30029071,335
