mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,dbe_o,NSP,abserrPpm,sumintens,relativeintens,avemass,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
72.06,15589909,303.196558,303.196568,0.01,0.034,C19 H27 O3,19,27,0,3,0,28,1.473684211,0.157894737,40,3,0,0.034,1.14141E+11,0.000136585,395.0801264,0.257142857,6,-1.157894737,0.141983996,303,2.157524372,301,0.01871285,303,0.292958293,303,0.266670848,303
335.73,11133462,303.199904,303.19994,0.036,0.118,C16 H31 O3 S,16,31,0,3,1,32,2,0.1875,34,-2,1,0.118,1.14141E+11,9.75413E-05,395.0801264,-0.111111111,1,-1.5,0.138615762,303,2.154178553,301,0.022082872,303,0.296331365,303,0.270043628,303
-1000,4169249,303.217687,303.217698,0.01,0.034,C16 H31 O5,16,31,0,5,0,32,2,0.3125,34,-4,0,0.034,1.14141E+11,3.65272E-05,395.0801264,-0.111111111,1,-1.375,0.12087759,303,2.13655843,301,0.039830455,303,0.314095011,303,0.287805733,303
14.7,22024746,303.232939,303.232954,0.015,0.05,C20 H31 O2,20,31,0,2,0,32,1.6,0.1,42,3,0,0.05,1.14141E+11,0.000192961,395.0801264,0.210526316,5,-1.4,0.105638625,303,2.121420882,301,0.055077506,303,0.329355861,303,0.303065261,303
405.56,7119912,304.119056,304.119046,-0.01,-0.032,C16 H18 N O5,16,18,1,5,0,19,1.1875,0.3125,35,3,1,0.032,1.14141E+11,6.23782E-05,395.0801264,0.36,8,-0.375,0.220536044,304,2.242208717,302,0.059350276,304,0.215729562,304,0.189362136,304
663.88,2809907,304.140067,304.140176,0.109,0.359,C13 H22 N O7,13,22,1,7,0,23,1.769230769,0.538461538,29,-4,1,0.359,1.14141E+11,2.46179E-05,395.0801264,-0.176470588,3,-0.461538462,0.199429638,304,2.221242775,302,0.038232671,304,0.236866279,304,0.210497022,304
35.8,14869564,304.155417,304.155432,0.015,0.049,C17 H22 N O4,17,22,1,4,0,23,1.352941176,0.235294118,37,3,1,0.049,1.14141E+11,0.000130274,395.0801264,0.285714286,7,-0.705882353,0.184190673,304,2.206105227,302,0.02298562,304,0.252127129,304,0.225756549,304
14.06,12473432,304.203056,304.203051,-0.006,-0.019,C17 H26 N3 O2,17,26,3,2,0,27,1.588235294,0.117647059,39,4,3,0.019,1.14141E+11,0.000109281,395.0801264,0.153846154,6,-0.823529412,0.136624844,304,2.158855952,302,0.024605447,304,0.299761268,304,0.273386559,304
296.94,13469279,305.103069,305.103062,-0.007,-0.022,C16 H17 O6,16,17,0,6,0,18,1.125,0.375,34,2,0,0.022,1.14141E+11,0.000118006,395.0801264,0.384615385,8,-0.375,0.237618805,305,2.265832858,303,0.0759115,305,0.200058394,305,0.173605653,305
543.16,4108902,305.114324,305.114295,-0.029,-0.093,C15 H17 N2 O5,15,17,2,5,0,18,1.2,0.333333333,34,3,2,0.093,1.14141E+11,3.59985E-05,395.0801264,0.333333333,8,-0.133333333,0.226398348,305,2.254687074,303,0.064685089,305,0.211294965,305,0.18484125,305
220.3,7224936,305.118311,305.118318,0.007,0.023,C20 H17 O3,20,17,0,3,0,18,0.9,0.15,42,9,0,0.023,1.14141E+11,6.32983E-05,395.0801264,0.567567568,12,-0.6,0.22237984,305,2.250695309,303,0.060664449,305,0.215319244,305,0.188865181,305
294.03,7005804,305.123987,305.124191,0.204,0.669,C13 H21 O8,13,21,0,8,0,22,1.692307692,0.615384615,28,-5,0,0.669,1.14141E+11,6.13785E-05,395.0801264,-0.111111111,3,-0.461538462,0.216513398,305,2.244867909,303,0.054794894,305,0.221194111,305,0.194739539,305
148.16,16651892,305.139452,305.139447,-0.004,-0.014,C17 H21 O5,17,21,0,5,0,22,1.294117647,0.294117647,36,2,0,0.014,1.14141E+11,0.000145889,395.0801264,0.310344828,7,-0.705882353,0.201274433,305,2.22973036,303,0.039547843,305,0.236454961,305,0.209999066,305
721.07,4720251,305.150632,305.150681,0.049,0.16,C16 H21 N2 O4,16,21,2,4,0,22,1.375,0.25,36,3,2,0.16,1.14141E+11,4.13546E-05,395.0801264,0.25,7,-0.5,0.190052976,305,2.218583583,303,0.028320433,305,0.247692532,305,0.221235663,305
85.52,21649034,305.175841,305.175833,-0.008,-0.028,C18 H25 O4,18,25,0,4,0,26,1.444444444,0.222222222,38,2,0,0.028,1.14141E+11,0.000189669,395.0801264,0.25,6,-1,0.164929061,305,2.19362687,303,0.003183187,305,0.272852528,305,0.246393479,305
30.36,224089744,305.187061,305.187066,0.005,0.016,C17 H25 N2 O3,17,25,2,3,0,26,1.529411765,0.176470588,38,3,2,0.016,1.14141E+11,0.001963271,395.0801264,0.185185185,6,-0.823529412,0.153708604,305,2.182481086,303,0.008043224,305,0.2840891,305,0.257629076,305
-1000,9064094,305.212231,305.212218,-0.013,-0.042,C19 H29 O3,19,29,0,3,0,30,1.578947368,0.157894737,40,2,0,0.042,1.14141E+11,7.94114E-05,395.0801264,0.2,5,-1.263157895,0.128584689,305,2.157524372,303,0.033180469,305,0.309249096,305,0.282786891,305
476.62,2586273,305.215635,305.21559,-0.046,-0.149,C16 H33 O3 S,16,33,0,3,1,34,2.125,0.1875,34,-3,1,0.149,1.14141E+11,2.26586E-05,395.0801264,-0.185185185,0,-1.625,0.125216454,305,2.154178553,303,0.036550491,305,0.312622168,305,0.286159671,305
-1000,4482740,305.248546,305.248604,0.058,0.189,C20 H33 O2,20,33,0,2,0,34,1.7,0.1,42,2,0,0.189,1.14141E+11,3.92737E-05,395.0801264,0.157894737,4,-1.5,0.092239318,305,2.121420882,303,0.069545125,305,0.345646663,305,0.319181304,305
680.99,3151008,306.098291,306.098311,0.019,0.063,C15 H16 N O6,15,16,1,6,0,17,1.133333333,0.4,33,2,1,0.063,1.14141E+11,2.76063E-05,395.0801264,0.363636364,8,-0.133333333,0.243481109,306,2.278311215,304,0.081246313,306,0.195623797,306,0.169084767,306
105.42,23574710,306.134691,306.134696,0.005,0.016,C16 H20 N O5,16,20,1,5,0,21,1.3125,0.3125,35,2,1,0.016,1.14141E+11,0.00020654,395.0801264,0.28,7,-0.5,0.207136736,306,2.242208717,304,0.044882656,306,0.232020364,306,0.20547818,306
177.24,25934014,306.149948,306.149952,0.005,0.016,C20 H20 N O2,20,20,1,2,0,21,1.05,0.1,43,9,1,0.016,1.14141E+11,0.00022721,395.0801264,0.5,11,-0.7,0.191897771,306,2.227071168,304,0.029635606,306,0.247281214,306,0.220737707,306
687.7,6142155,306.171112,306.171082,-0.03,-0.098,C17 H24 N O4,17,24,1,4,0,25,1.470588235,0.235294118,37,2,1,0.098,1.14141E+11,5.3812E-05,395.0801264,0.214285714,6,-0.823529412,0.170791365,306,2.206105227,304,0.008518,306,0.268417932,306,0.241872593,306
592.43,3345617,306.182283,306.182315,0.032,0.104,C16 H24 N3 O3,16,24,3,3,0,25,1.5625,0.1875,37,3,3,0.104,1.14141E+11,2.93113E-05,395.0801264,0.130434783,6,-0.625,0.159570908,306,2.194959442,304,0.00270841,306,0.279654503,306,0.25310819,306
708.65,7154406,307.097552,307.097583,0.03,0.098,C19 H15 O4,19,15,0,4,0,16,0.842105263,0.210526316,40,8,0,0.098,1.14141E+11,6.26804E-05,395.0801264,0.588235294,12,-0.421052632,0.245324905,307,2.286797807,305,0.082560486,307,0.195213479,307,0.168587812,307
498.98,7803630,307.112243,307.112187,-0.056,-0.182,C15 H19 N2 O3 S,15,19,2,3,1,20,1.333333333,0.2,34,4,3,0.182,1.14141E+11,6.83683E-05,395.0801264,0.238095238,7,-0.4,0.230737212,307,2.272307196,305,0.067965053,307,0.209822122,307,0.183195188,307
65.76,9902834,307.118725,307.118712,-0.013,-0.043,C16 H19 O6,16,19,0,6,0,20,1.25,0.375,34,1,0,0.043,1.14141E+11,8.67596E-05,395.0801264,0.307692308,7,-0.5,0.224219497,307,2.265832858,305,0.06144388,307,0.216349196,307,0.189721697,307
606.71,3324664,307.129842,307.129945,0.103,0.336,C15 H19 N2 O5,15,19,2,5,0,20,1.333333333,0.333333333,34,2,2,0.336,1.14141E+11,2.91277E-05,395.0801264,0.238095238,7,-0.266666667,0.21299904,307,2.254687074,305,0.05021747,307,0.227585767,307,0.200957294,307
188.67,13744891,307.133954,307.133968,0.014,0.044,C20 H19 O3,20,19,0,3,0,20,1,0.15,42,8,0,0.044,1.14141E+11,0.00012042,395.0801264,0.513513514,11,-0.7,0.208980532,307,2.250695309,305,0.046196829,307,0.231610046,307,0.204981224,307
52.41,15452935,307.155078,307.155097,0.019,0.062,C17 H23 O5,17,23,0,5,0,24,1.411764706,0.294117647,36,1,0,0.062,1.14141E+11,0.000135385,395.0801264,0.24137931,6,-0.823529412,0.187875125,307,2.22973036,305,0.025080224,307,0.252745763,307,0.226115109,307
421.57,31988490,307.158482,307.158469,-0.014,-0.044,C14 H27 O5 S,14,27,0,5,1,28,2,0.357142857,30,-4,1,0.044,1.14141E+11,0.000280254,395.0801264,-0.238095238,1,-1.142857143,0.184506891,307,2.226384541,305,0.021710202,307,0.256118835,307,0.229487889,307
135.2,546790144,307.166315,307.166331,0.016,0.051,C16 H23 N2 O4,16,23,2,4,0,24,1.5,0.25,36,2,2,0.051,1.14141E+11,0.004790479,395.0801264,0.166666667,6,-0.625,0.176653669,307,2.218583583,305,0.013852814,307,0.263983335,307,0.237351707,307
10.59,16415516,307.191497,307.191483,-0.014,-0.047,C18 H27 O4,18,27,0,4,0,28,1.555555556,0.222222222,38,1,0,0.047,1.14141E+11,0.000143818,395.0801264,0.1875,5,-1.111111111,0.151529754,307,2.19362687,305,0.011284432,307,0.289143331,307,0.262509522,307
522.46,3069214,307.194998,307.194854,-0.144,-0.468,C15 H31 O4 S,15,31,0,4,1,32,2.133333333,0.266666667,32,-4,1,0.468,1.14141E+11,2.68897E-05,395.0801264,-0.25,0,-1.466666667,0.148162518,307,2.190282043,305,0.014653455,307,0.292515403,307,0.265881302,307
476.89,6535986,307.227869,307.227868,0,0,C19 H31 O3,19,31,0,3,0,32,1.684210526,0.157894737,40,1,0,0,1.14141E+11,5.72624E-05,395.0801264,0.142857143,4,-1.368421053,0.115185382,307,2.157524372,305,0.047648089,307,0.325539898,307,0.298902935,307
-1000,3240775,307.264271,307.264254,-0.017,-0.056,C20 H35 O2,20,35,0,2,0,36,1.8,0.1,42,1,0,0.056,1.14141E+11,2.83927E-05,395.0801264,0.105263158,3,-1.6,0.078840011,307,2.121420882,305,0.084012745,307,0.361937466,307,0.335297348,307
-1000,2518264,308.004576,308.004804,0.229,0.742,C12 H6 N O9,12,6,1,9,0,7,0.583333333,0.75,27,1,1,0.742,1.14141E+11,2.20627E-05,395.0801264,0.692307692,10,1.166666667,0.339116916,308,2.386620693,306,0.175871662,308,0.102722897,308,0.076018572,308
532.49,5592376,308.113914,308.113961,0.047,0.152,C15 H18 N O6,15,18,1,6,0,19,1.266666667,0.4,33,1,1,0.152,1.14141E+11,4.89953E-05,395.0801264,0.272727273,7,-0.266666667,0.230081801,308,2.278311215,306,0.066778694,308,0.211914599,308,0.185200811,308
680.45,4306241,308.129227,308.129217,-0.01,-0.031,C19 H18 N O3,19,18,1,3,0,19,1,0.157894737,41,8,1,0.031,1.14141E+11,3.77274E-05,395.0801264,0.515151515,11,-0.526315789,0.214842836,308,2.263173666,306,0.051531643,308,0.227175449,308,0.200460338,308
518.03,8422733,308.150318,308.150346,0.028,0.091,C16 H22 N O5,16,22,1,5,0,23,1.4375,0.3125,35,1,1,0.091,1.14141E+11,7.37923E-05,395.0801264,0.2,6,-0.625,0.193737429,308,2.242208717,306,0.030415037,308,0.248311166,308,0.221594224,308
414.86,5838178,308.186763,308.186732,-0.031,-0.1,C17 H26 N O4,17,26,1,4,0,27,1.588235294,0.235294118,37,1,1,0.1,1.14141E+11,5.11488E-05,395.0801264,0.142857143,5,-0.941176471,0.157392058,308,2.206105227,306,0.005949619,308,0.284708734,308,0.257988636,308
483.91,5850488,308.223181,308.223117,-0.063,-0.205,C18 H30 N O3,18,30,1,3,0,31,1.722222222,0.166666667,39,1,1,0.205,1.14141E+11,5.12567E-05,395.0801264,0.096774194,4,-1.222222222,0.121047686,308,2.170002729,306,0.042313276,308,0.321105301,308,0.294382049,308
-1000,3772813,308.259496,308.259503,0.007,0.022,C19 H34 N O2,19,34,1,2,0,35,1.842105263,0.105263158,41,1,1,0.022,1.14141E+11,3.3054E-05,395.0801264,0.058823529,3,-1.473684211,0.084702315,308,2.133899238,306,0.078677932,308,0.357502869,308,0.330776462,308
393.45,6889325,309.076818,309.076847,0.029,0.094,C18 H13 O5,18,13,0,5,0,14,0.777777778,0.277777778,38,7,0,0.094,1.14141E+11,6.0358E-05,395.0801264,0.612903226,12,-0.222222222,0.268270969,309,2.322901297,307,0.104457523,309,0.175106714,309,0.148309442,309
457.41,7978872,309.095563,309.095475,-0.088,-0.285,C19 H17 O2 S,19,17,0,2,1,18,0.947368421,0.105263158,40,9,1,0.285,1.14141E+11,6.99036E-05,395.0801264,0.529411765,11,-0.631578947,0.249663769,309,2.30441793,307,0.08584045,309,0.193740636,309,0.166941749,309
557.79,4449146,309.098101,309.097976,-0.125,-0.403,C15 H17 O7,15,17,0,7,0,18,1.2,0.466666667,32,0,0,0.403,1.14141E+11,3.89794E-05,395.0801264,0.304347826,7,-0.266666667,0.247165561,309,2.301936348,307,0.083340917,309,0.196242431,309,0.169443327,309
465.1,13184891,309.101346,309.101348,0.002,0.006,C12 H21 O7 S,12,21,0,7,1,22,1.833333333,0.583333333,26,-5,1,0.006,1.14141E+11,0.000115514,395.0801264,-0.333333333,2,-0.5,0.243797327,309,2.298590529,307,0.079970895,309,0.199615503,309,0.172816107,309
504.93,12177280,309.109191,309.10921,0.018,0.06,C14 H17 N2 O6,14,17,2,6,0,18,1.285714286,0.428571429,32,1,2,0.06,1.14141E+11,0.000106686,395.0801264,0.222222222,7,0,0.235944105,309,2.290789572,307,0.072113507,309,0.207480002,309,0.180679925,309
253,15511426,309.113248,309.113233,-0.016,-0.051,C19 H17 O4,19,17,0,4,0,18,0.947368421,0.210526316,40,7,0,0.051,1.14141E+11,0.000135897,395.0801264,0.529411765,11,-0.526315789,0.231925597,309,2.286797807,307,0.068092867,309,0.211504281,309,0.184703855,309
454.67,10514319,309.134365,309.134362,-0.003,-0.009,C16 H21 O6,16,21,0,6,0,22,1.375,0.375,34,0,0,0.009,1.14141E+11,9.21169E-05,395.0801264,0.230769231,6,-0.625,0.21082019,309,2.265832858,307,0.046976261,309,0.232639998,309,0.20583774,309
607.94,4712337,309.137632,309.137733,0.101,0.328,C13 H25 O6 S,13,25,0,6,1,26,2,0.461538462,28,-5,1,0.328,1.14141E+11,4.12852E-05,395.0801264,-0.333333333,1,-0.923076923,0.207452954,309,2.262488031,307,0.043607238,309,0.23601207,309,0.20920952,309
590.41,2770837,309.145636,309.145595,-0.04,-0.131,C15 H21 N2 O5,15,21,2,5,0,22,1.466666667,0.333333333,34,1,2,0.131,1.14141E+11,2.42756E-05,395.0801264,0.142857143,6,-0.4,0.199599733,309,2.254687074,307,0.03574985,309,0.24387657,309,0.217073338,309
66.05,21143448,309.149628,309.149618,-0.01,-0.033,C20 H21 O3,20,21,0,3,0,22,1.1,0.15,42,7,0,0.033,1.14141E+11,0.00018524,395.0801264,0.459459459,10,-0.8,0.195581225,309,2.250695309,307,0.03172921,309,0.247900848,309,0.221097268,309
355.66,20307866,309.152999,309.152989,-0.009,-0.03,C17 H25 O3 S,17,25,0,3,1,26,1.529411765,0.176470588,36,2,1,0.03,1.14141E+11,0.000177919,395.0801264,0.172413793,5,-1.058823529,0.192213989,309,2.247350482,307,0.028360187,309,0.25127292,309,0.224469047,309
26.11,48930724,309.170745,309.170747,0.002,0.007,C17 H25 O5,17,25,0,5,0,26,1.529411765,0.294117647,36,0,0,0.007,1.14141E+11,0.000428687,395.0801264,0.172413793,5,-0.941176471,0.174475818,309,2.22973036,307,0.010612604,309,0.269036566,309,0.242231153,309
508.52,167010208,309.174107,309.174119,0.011,0.037,C14 H29 O5 S,14,29,0,5,1,30,2.142857143,0.357142857,30,-5,1,0.037,1.14141E+11,0.001463192,395.0801264,-0.333333333,0,-1.285714286,0.171107583,309,2.226384541,307,0.007242582,309,0.272409638,309,0.245603933,309
521.74,18198442,309.181961,309.181981,0.02,0.063,C16 H25 N2 O4,16,25,2,4,0,26,1.625,0.25,36,1,2,0.063,1.14141E+11,0.000159438,395.0801264,0.083333333,5,-0.75,0.163254362,309,2.218583583,307,0.000614806,309,0.280274137,309,0.25346775,309
435.4,4481965,309.186052,309.186004,-0.048,-0.156,C21 H25 O2,21,25,0,2,0,26,1.238095238,0.095238095,44,7,0,0.156,1.14141E+11,3.92669E-05,395.0801264,0.4,9,-1.047619048,0.159235854,309,2.214591819,307,0.004635446,309,0.284298416,309,0.257491681,309
14.95,19423162,309.207129,309.207133,0.004,0.012,C18 H29 O4,18,29,0,4,0,30,1.666666667,0.222222222,38,0,0,0.012,1.14141E+11,0.000170168,395.0801264,0.125,4,-1.222222222,0.138130447,309,2.19362687,307,0.025752052,309,0.305434133,309,0.278625566,309
117.39,7094223,309.243489,309.243519,0.029,0.094,C19 H33 O3,19,33,0,3,0,34,1.789473684,0.157894737,40,0,0,0.094,1.14141E+11,6.21531E-05,395.0801264,0.085714286,3,-1.473684211,0.101785076,309,2.15752338,307,0.062116708,309,0.341831701,309,0.315019979,309
-1000,6006757,309.279919,309.279904,-0.015,-0.048,C20 H37 O2,20,37,0,2,0,38,1.9,0.1,42,0,0,0.048,1.14141E+11,5.26258E-05,395.0801264,0.052631579,2,-1.7,0.065440704,309,2.121420882,307,0.098480364,309,0.378228268,309,0.351413391,309
462.36,4407738,310.075494,310.075467,-0.027,-0.086,C14 H16 N O5 S,14,16,1,5,1,17,1.214285714,0.357142857,31,2,2,0.086,1.14141E+11,3.86166E-05,395.0801264,0.263157895,7,-0.142857143,0.270766037,310,2.332034827,308,0.106423313,310,0.174044188,310,0.147160336,310
610.9,3152325,310.093181,310.093225,0.045,0.144,C14 H16 N O7,14,16,1,7,0,17,1.214285714,0.5,31,0,1,0.144,1.14141E+11,2.76178E-05,395.0801264,0.263157895,7,0,0.253027865,310,2.314414705,308,0.08867573,310,0.191807834,310,0.164922442,310
126.55,14447051,310.1045,310.104459,-0.041,-0.133,C13 H16 N3 O6,13,16,3,6,0,17,1.307692308,0.461538462,31,1,3,0.133,1.14141E+11,0.000126572,395.0801264,0.142857143,7,0.307692308,0.241806409,310,2.303267928,308,0.07744832,310,0.203045405,310,0.176159039,310
556.63,3096014,310.108443,310.108482,0.039,0.126,C18 H16 N O4,18,16,1,4,0,17,0.944444444,0.222222222,39,7,1,0.126,1.14141E+11,2.71245E-05,395.0801264,0.533333333,11,-0.333333333,0.237787901,310,2.299276164,308,0.07342768,310,0.207069684,310,0.180182969,310
423.79,9892314,310.129599,310.129611,0.012,0.038,C15 H20 N O6,15,20,1,6,0,21,1.4,0.4,33,0,1,0.038,1.14141E+11,8.66675E-05,395.0801264,0.181818182,6,-0.4,0.216682494,310,2.278311215,308,0.052311074,310,0.228205402,310,0.201316854,310
628.14,4332003,310.144888,310.144867,-0.021,-0.067,C19 H20 N O3,19,20,1,3,0,21,1.105263158,0.157894737,41,7,1,0.067,1.14141E+11,3.79531E-05,395.0801264,0.454545455,10,-0.631578947,0.201443529,310,2.263173666,308,0.037064023,310,0.243466252,310,0.216576382,310
652.93,5370352,310.165962,310.165996,0.035,0.112,C16 H24 N O5,16,24,1,5,0,25,1.5625,0.3125,35,0,1,0.112,1.14141E+11,4.70502E-05,395.0801264,0.12,5,-0.75,0.180338122,310,2.242208717,308,0.015947418,310,0.264601969,310,0.237710267,310
562.4,2471429,310.202579,310.202382,-0.197,-0.637,C17 H28 N O4,17,28,1,4,0,29,1.705882353,0.235294118,37,0,1,0.637,1.14141E+11,2.16524E-05,395.0801264,0.071428571,4,-1.058823529,0.143992751,310,2.206105227,308,0.020417238,310,0.300999536,310,0.27410468,310
-1000,4164123,310.23879,310.238767,-0.023,-0.074,C18 H32 N O3,18,32,1,3,0,33,1.833333333,0.166666667,39,0,1,0.074,1.14141E+11,3.64823E-05,395.0801264,0.032258065,3,-1.333333333,0.107648379,310,2.170002729,308,0.056780895,310,0.337396104,310,0.310498093,310
-1000,3160624,310.275259,310.275153,-0.106,-0.341,C19 H36 N O2,19,36,1,2,0,37,1.947368421,0.105263158,41,0,1,0.341,1.14141E+11,2.76905E-05,395.0801264,0,2,-1.578947368,0.071303008,310,2.133899238,308,0.093145551,310,0.373793671,310,0.346892506,310
568.43,3218432,311.056172,311.056112,-0.061,-0.195,C17 H11 O6,17,11,0,6,0,12,0.705882353,0.352941176,36,6,0,0.195,1.14141E+11,2.8197E-05,395.0801264,0.642857143,12,0,0.291216034,311,2.359003795,309,0.12635356,311,0.155000949,311,0.128032073,311
476.2,4548622,311.080818,311.080612,-0.206,-0.661,C11 H19 O8 S,11,19,0,8,1,20,1.818181818,0.727272727,24,-6,1,0.661,1.14141E+11,3.98509E-05,395.0801264,-0.5,2,-0.181818182,0.26674339,311,2.334694019,309,0.101867931,311,0.179508738,311,0.152537738,311
163.96,8414229,311.092512,311.092497,-0.014,-0.047,C18 H15 O5,18,15,0,5,0,16,0.888888889,0.277777778,38,6,0,0.047,1.14141E+11,7.37178E-05,395.0801264,0.548387097,11,-0.333333333,0.254871661,311,2.322901297,309,0.089989903,311,0.191397516,311,0.164425486,311
284.27,7572514,311.113569,311.113627,0.057,0.184,C15 H19 O7,15,19,0,7,0,20,1.333333333,0.466666667,32,-1,0,0.184,1.14141E+11,6.63435E-05,395.0801264,0.217391304,6,-0.4,0.233765255,311,2.301935356,309,0.068872298,311,0.212534234,311,0.185560371,311
608.7,2755624,311.124894,311.12486,-0.034,-0.108,C14 H19 N2 O6,14,19,2,6,0,20,1.428571429,0.428571429,32,0,2,0.108,1.14141E+11,2.41423E-05,395.0801264,0.111111111,6,-0.142857143,0.222544798,311,2.290789572,309,0.057645887,311,0.223770805,311,0.196795968,311
556.12,17921066,311.128894,311.128883,-0.011,-0.036,C19 H19 O4,19,19,0,4,0,20,1.052631579,0.210526316,40,6,0,0.036,1.14141E+11,0.000157008,395.0801264,0.470588235,10,-0.631578947,0.21852629,311,2.286797807,309,0.053625247,311,0.227795084,311,0.200819899,311
533.73,9331757,311.132268,311.132254,-0.014,-0.046,C16 H23 O4 S,16,23,0,4,1,24,1.5,0.25,34,1,1,0.046,1.14141E+11,8.17564E-05,395.0801264,0.153846154,5,-0.875,0.215159054,311,2.28345298,309,0.050256225,311,0.231167155,311,0.204191678,311
564.65,7212082,311.140148,311.140116,-0.032,-0.102,C18 H19 N2 O3,18,19,2,3,0,20,1.111111111,0.166666667,40,7,2,0.102,1.14141E+11,6.31857E-05,395.0801264,0.448275862,10,-0.444444444,0.207305833,311,2.275652023,309,0.042398836,311,0.239031655,311,0.212055496,311
207.93,12207159,311.149968,311.150012,0.044,0.141,C16 H23 O6,16,23,0,6,0,24,1.5,0.375,34,-1,0,0.141,1.14141E+11,0.000106948,395.0801264,0.153846154,5,-0.75,0.197420883,311,2.265832858,309,0.032508641,311,0.248930801,311,0.221953784,311
532.95,2449465,311.153131,311.153383,0.252,0.81,C13 H27 O6 S,13,27,0,6,1,28,2.153846154,0.461538462,28,-6,1,0.81,1.14141E+11,2.146E-05,395.0801264,-0.444444444,0,-1.076923077,0.194053647,311,2.262488031,309,0.029139619,311,0.252302873,311,0.225325563,311
0.95,2074829952,311.168647,311.168639,-0.007,-0.023,C17 H27 O3 S,17,27,0,3,1,28,1.647058824,0.176470588,36,1,1,0.023,1.14141E+11,0.018177777,395.0801264,0.103448276,4,-1.176470588,0.178814682,311,2.247350482,309,0.013892568,311,0.267563723,311,0.240585091,311
478.26,14087245,311.186387,311.186398,0.011,0.034,C17 H27 O5,17,27,0,5,0,28,1.647058824,0.294117647,36,-1,0,0.034,1.14141E+11,0.00012342,395.0801264,0.103448276,4,-1.058823529,0.161075512,311,2.229729368,309,0.003856015,311,0.285328368,311,0.258348197,311
177.26,8807510,311.201648,311.201654,0.006,0.02,C21 H27 O2,21,27,0,2,0,28,1.333333333,0.095238095,44,6,0,0.02,1.14141E+11,7.71634E-05,395.0801264,0.35,8,-1.142857143,0.145836547,311,2.214591819,309,0.019103065,311,0.300589219,311,0.273607724,311
12.94,31900770,311.222769,311.222783,0.014,0.044,C18 H31 O4,18,31,0,4,0,32,1.777777778,0.222222222,38,-1,0,0.044,1.14141E+11,0.000279486,395.0801264,0.0625,3,-1.333333333,0.12473114,311,2.19362687,309,0.040219671,311,0.321724936,311,0.294741609,311
-1000,8514680,311.259155,311.259169,0.014,0.044,C19 H35 O3,19,35,0,3,0,36,1.894736842,0.157894737,40,-1,0,0.044,1.14141E+11,7.45979E-05,395.0801264,0.028571429,2,-1.578947368,0.088385769,311,2.15752338,309,0.076584327,311,0.358122503,311,0.331136022,311
12.93,22643854,311.295542,311.295554,0.012,0.038,C20 H39 O2,20,39,0,2,0,40,2,0.1,42,-1,0,0.038,1.14141E+11,0.000198385,395.0801264,0,1,-1.8,0.052041397,311,2.121420882,309,0.112947984,311,0.394519071,311,0.367529435,311
430.76,2665043,312.05466,312.054732,0.072,0.231,C13 H14 N O6 S,13,14,1,6,1,15,1.153846154,0.461538462,29,1,2,0.231,1.14141E+11,2.33487E-05,395.0801264,0.25,7,0.153846154,0.293711102,312,2.368137325,310,0.12831935,312,0.153938424,312,0.126882967,312
395.06,3036771,312.081551,312.081221,-0.329,-1.055,C16 H14 N3 O2 S,16,14,3,2,1,15,0.9375,0.125,37,9,4,1.055,1.14141E+11,2.66054E-05,395.0801264,0.545454545,11,0,0.267251679,312,2.341853993,310,0.101845889,312,0.180435845,312,0.153378091,312
611.7,3798643,312.108838,312.108876,0.037,0.119,C14 H18 N O7,14,18,1,7,0,19,1.357142857,0.5,31,-1,1,0.119,1.14141E+11,3.32803E-05,395.0801264,0.157894737,6,-0.142857143,0.239627559,312,2.314413713,310,0.074207111,312,0.208099637,312,0.181039485,312
588.22,5734012,312.124104,312.124132,0.028,0.09,C18 H18 N O4,18,18,1,4,0,19,1.055555556,0.222222222,39,6,1,0.09,1.14141E+11,5.02362E-05,395.0801264,0.466666667,10,-0.444444444,0.224388594,312,2.299276164,310,0.05896006,312,0.223360487,312,0.196299013,312
364.96,8601225,312.145293,312.145261,-0.032,-0.104,C15 H22 N O6,15,22,1,6,0,23,1.533333333,0.4,33,-1,1,0.104,1.14141E+11,7.53561E-05,395.0801264,0.090909091,5,-0.533333333,0.203283187,312,2.278311215,310,0.037843455,312,0.244496204,312,0.217432898,312
-1000,11228874,312.254408,312.254418,0.009,0.03,C18 H34 N O3,18,34,1,3,0,35,1.944444444,0.166666667,39,-1,1,0.03,1.14141E+11,9.83772E-05,395.0801264,-0.032258065,2,-1.444444444,0.094248073,312,2.170001736,310,0.071249514,312,0.353687906,312,0.326615136,312
-1000,3540105,312.999182,312.998991,-0.191,-0.611,C15 H5 O8,15,5,0,8,0,6,0.4,0.533333333,32,5,0,0.611,1.14141E+11,3.10152E-05,395.0801264,0.818181818,13,0.666666667,0.35050647,313,2.431209783,311,0.184614253,313,0.098497616,313,0.071360291,313
-1000,4886708,313.071745,313.071762,0.016,0.052,C17 H13 O6,17,13,0,6,0,14,0.823529412,0.352941176,36,5,0,0.052,1.14141E+11,4.28129E-05,395.0801264,0.571428571,11,-0.117647059,0.277816726,313,2.359003795,311,0.11188594,313,0.171291751,313,0.144148117,313
