mSigma,ObservedIntens,ObservedM_z,calc_M_z,errMDa,errPpm,sumFormula,C,H,N,O,S,H1,HCraito,OCraito,CN2,dbe_o,NSP,abserrPpm,sumintens,relativeintens,avemass,aimod,dbe,nosc,kmdch2,nkmch2,kmdh2,nkmh2,kmdh2o,nkmh2o,kmdo,nkmo,kmdcoo,nkmcoo
689.35,3448443,354.119483,354.11944,-0.043,-0.122,C16 H20 N O8,16,20,1,8,0,21,1.3125,0.5,35,-1,1,0.122,1.01151E+11,3.40922E-05,391.4317544,0.181818182,7,-0.125,0.27597293,354,2.630030015,351,0.088286514,354,0.232019364,354,0.201316854,354
626.47,4951690,354.134703,354.134696,-0.007,-0.019,C20 H20 N O5,20,20,1,5,0,21,1.05,0.25,43,6,1,0.019,1.01151E+11,4.89536E-05,391.4317544,0.454545455,11,-0.4,0.260733965,354,2.614892466,351,0.073039463,354,0.247280214,354,0.216576382,354
498.86,12422815,354.155791,354.155826,0.035,0.098,C17 H24 N O7,17,24,1,7,0,25,1.470588235,0.411764706,37,-1,1,0.098,1.01151E+11,0.000122815,391.4317544,0.12,6,-0.470588235,0.239627559,354,2.593926525,351,0.051921858,354,0.268416931,354,0.237711267,354
499.55,3380898,354.159076,354.159197,0.121,0.341,C14 H28 N O7 S,14,28,1,7,1,29,2.071428571,0.5,31,-6,2,0.341,1.01151E+11,3.34244E-05,391.4317544,-0.529411765,1,-0.714285714,0.236260323,354,2.590581698,351,0.048552836,354,0.271789003,354,0.241083047,354
419.95,60624552,354.167083,354.167059,-0.024,-0.068,C16 H24 N3 O6,16,24,3,6,0,25,1.5625,0.375,37,0,3,0.068,1.01151E+11,0.000599349,391.4317544,0,6,-0.25,0.228407102,354,2.582780741,351,0.040695447,354,0.279653502,354,0.248946865,354
674.38,4681390,354.171081,354.171082,0.001,0.003,C21 H24 N O4,21,24,1,4,0,25,1.19047619,0.19047619,45,6,1,0.003,1.01151E+11,4.62814E-05,391.4317544,0.388888889,10,-0.666666667,0.224388594,354,2.578788976,351,0.036674807,354,0.283677781,354,0.252970795,354
519.21,7542466,354.19219,354.192211,0.021,0.058,C18 H28 N O6,18,28,1,6,0,29,1.611111111,0.333333333,39,-1,1,0.058,1.01151E+11,7.45667E-05,391.4317544,0.071428571,5,-0.777777778,0.203283187,354,2.557824027,351,0.015558202,354,0.304813499,354,0.27410468,354
259.31,17247952,354.207465,354.207467,0.002,0.006,C22 H28 N O3,22,28,1,3,0,29,1.318181818,0.136363636,47,6,1,0.006,1.01151E+11,0.000170517,391.4317544,0.333333333,9,-0.909090909,0.188044222,354,2.542686478,351,0.000311151,354,0.320074349,354,0.289364207,354
540.93,2738405,354.228652,354.228597,-0.055,-0.155,C19 H32 N O5,19,32,1,5,0,33,1.736842105,0.263157895,41,-1,1,0.155,1.01151E+11,2.70725E-05,391.4317544,0.032258065,4,-1.052631579,0.166937816,354,2.521720537,351,0.020806454,354,0.341211066,354,0.310499093,354
423.65,3571458,354.258198,354.258458,0.259,0.732,C19 H36 N3 O S,19,36,3,1,1,37,1.947368421,0.052631579,43,2,4,0.732,1.01151E+11,3.53083E-05,391.4317544,-0.103448276,3,-1.263157895,0.137110159,354,2.492091385,352,0.050649938,354,0.371081559,354,0.340366997,354
616.42,4813381,355.118769,355.118712,-0.057,-0.16,C20 H19 O6,20,19,0,6,0,20,1,0.3,42,5,0,0.16,1.01151E+11,4.75863E-05,391.4317544,0.470588235,11,-0.4,0.277816726,355,2.638516608,352,0.089600687,355,0.231609046,355,0.200819899,355
418.67,14934602,355.124415,355.124585,0.171,0.48,C13 H23 O11,13,23,0,11,0,24,1.846153846,0.846153846,28,-9,0,0.48,1.01151E+11,0.000147647,391.4317544,-0.466666667,2,-0.153846154,0.271950284,355,2.632689207,352,0.083731132,355,0.237483913,355,0.206694257,355
144.54,130306656,355.142997,355.143213,0.216,0.607,C14 H27 O8 S,14,27,0,8,1,28,2,0.571428571,30,-7,1,0.607,1.01151E+11,0.001288244,391.4317544,-0.444444444,1,-0.714285714,0.253343084,355,2.614205839,352,0.065114059,355,0.256117835,355,0.225326564,355
708.27,10674792,355.155013,355.155097,0.084,0.237,C21 H23 O5,21,23,0,5,0,24,1.142857143,0.238095238,44,5,0,0.237,1.01151E+11,0.000105534,391.4317544,0.405405405,10,-0.666666667,0.241472354,355,2.60241411,352,0.053237031,355,0.268005613,355,0.237213311,355
244.87,28373614,355.160775,355.160971,0.196,0.551,C14 H27 O10,14,27,0,10,0,28,2,0.714285714,30,-9,0,0.551,1.01151E+11,0.000280509,391.4317544,-0.444444444,1,-0.571428571,0.235604913,355,2.596585717,352,0.047366476,355,0.27388148,355,0.243088669,355
607.17,7287421,355.176255,355.176227,-0.028,-0.079,C18 H27 O7,18,27,0,7,0,28,1.555555556,0.388888889,38,-2,0,0.079,1.01151E+11,7.20452E-05,391.4317544,0.103448276,5,-0.777777778,0.220365948,355,2.581448168,352,0.032119425,355,0.289142331,355,0.258348197,355
416.55,16183936,355.179403,355.179598,0.195,0.55,C15 H31 O7 S,15,31,0,7,1,32,2.133333333,0.466666667,32,-7,1,0.55,1.01151E+11,0.000159998,391.4317544,-0.428571429,0,-1.066666667,0.216998712,355,2.578103341,352,0.028750403,355,0.292514402,355,0.261719976,355
158.38,17412744,355.187494,355.18746,-0.034,-0.096,C17 H27 N2 O6,17,27,2,6,0,28,1.647058824,0.352941176,38,-1,2,0.096,1.01151E+11,0.000172147,391.4317544,0,5,-0.588235294,0.209145491,355,2.570302384,352,0.020893015,355,0.300378902,355,0.269583794,355
589.57,6808204,355.191466,355.191483,0.017,0.049,C22 H27 O4,22,27,0,4,0,28,1.272727273,0.181818182,46,5,0,0.049,1.01151E+11,6.73076E-05,391.4317544,0.35,9,-0.909090909,0.205126983,355,2.566310619,352,0.016872375,355,0.304403181,355,0.273607724,355
162.18,18993806,355.194792,355.194854,0.062,0.175,C19 H31 O4 S,19,31,0,4,1,32,1.684210526,0.210526316,40,0,1,0.175,1.01151E+11,0.000187777,391.4317544,0.0625,4,-1.157894737,0.201759747,355,2.562965793,352,0.013503352,355,0.307775252,355,0.276979504,355
537.08,6134447,355.227886,355.227868,-0.017,-0.049,C23 H31 O3,23,31,0,3,0,32,1.391304348,0.130434783,48,5,0,0.049,1.01151E+11,6.06467E-05,391.4317544,0.302325581,8,-1.130434783,0.168782611,355,2.530208121,352,0.019491282,355,0.340799748,355,0.310001137,355
-1000,7604932,355.248955,355.248998,0.043,0.121,C20 H35 O5,20,35,0,5,0,36,1.8,0.25,42,-2,0,0.121,1.01151E+11,7.51842E-05,391.4317544,0.028571429,3,-1.3,0.147676205,355,2.50924218,352,0.040608887,355,0.361936465,355,0.331136022,355
18.1,14099175,355.285418,355.285383,-0.035,-0.098,C21 H39 O4,21,39,0,4,0,40,1.904761905,0.19047619,44,-2,0,0.098,1.01151E+11,0.000139388,391.4317544,0,2,-1.523809524,0.111331833,355,2.473139682,353,0.076972544,355,0.398333033,355,0.367529435,355
14.4,37409548,355.321761,355.321769,0.008,0.023,C22 H43 O3,22,43,0,3,0,44,2,0.136363636,46,-2,0,0.023,1.01151E+11,0.00036984,391.4317544,-0.024390244,1,-1.727272727,0.074986462,355,2.437036192,353,0.1133372,355,0.4347306,355,0.403923848,355
-1000,2867715,356.098736,356.098705,-0.031,-0.088,C15 H18 N O9,15,18,1,9,0,19,1.266666667,0.6,33,-2,1,0.088,1.01151E+11,2.83509E-05,391.4317544,0.157894737,7,0.133333333,0.298917995,356,2.666132513,353,0.110182551,356,0.211913599,356,0.181039485,356
600.76,8758823,356.135204,356.13509,-0.113,-0.318,C16 H22 N O8,16,22,1,8,0,23,1.4375,0.5,35,-2,1,0.318,1.01151E+11,8.65919E-05,391.4317544,0.090909091,6,-0.25,0.262573623,356,2.630030015,353,0.073818895,356,0.248310166,356,0.217432898,356
637.56,4998710,356.150374,356.150346,-0.028,-0.078,C20 H22 N O5,20,22,1,5,0,23,1.15,0.25,43,5,1,0.078,1.01151E+11,4.94185E-05,391.4317544,0.393939394,10,-0.5,0.247334658,356,2.614892466,353,0.058571844,356,0.263571016,356,0.232692425,356
53.19,50435660,356.171468,356.171476,0.008,0.023,C17 H26 N O7,17,26,1,7,0,27,1.588235294,0.411764706,37,-2,1,0.023,1.01151E+11,0.000498619,391.4317544,0.04,5,-0.588235294,0.226228252,356,2.593926525,353,0.037454239,356,0.284707734,356,0.253827311,356
574.1,2879066,356.186701,356.186732,0.031,0.088,C21 H26 N O4,21,26,1,4,0,27,1.285714286,0.19047619,45,5,1,0.088,1.01151E+11,2.84632E-05,391.4317544,0.333333333,9,-0.761904762,0.210989287,356,2.578788976,353,0.022207188,356,0.299968584,356,0.269086838,356
590.88,7876207,356.207863,356.207861,-0.001,-0.004,C18 H30 N O6,18,30,1,6,0,31,1.722222222,0.333333333,39,-2,1,0.004,1.01151E+11,7.78661E-05,391.4317544,0,4,-0.888888889,0.18988388,356,2.557824027,353,0.001090582,356,0.321104301,356,0.290220724,356
-1000,5357940,356.992581,356.992191,-0.39,-1.092,C13 H9 O10 S,13,9,0,10,1,10,0.769230769,0.769230769,28,-1,1,1.092,1.01151E+11,5.29699E-05,391.4317544,0.428571429,9,0.923076923,0.40642967,357,2.779583757,354,0.21722067,357,0.10568365,357,0.07473207,357
-1000,3193273,357.061557,357.061591,0.034,0.095,C18 H13 O8,18,13,0,8,0,14,0.777777778,0.444444444,38,4,0,0.095,1.01151E+11,3.15695E-05,391.4317544,0.571428571,12,0.111111111,0.337107162,357,2.710722596,354,0.14786138,357,0.175105713,357,0.144148117,357
121,10422736,357.085871,357.086092,0.221,0.618,C12 H21 O10 S,12,21,0,10,1,22,1.833333333,0.833333333,26,-8,1,0.618,1.01151E+11,0.000103042,391.4317544,-0.666666667,2,0,0.31263352,357,2.686411827,354,0.123374753,357,0.199614502,357,0.168654782,357
603.78,3465716,357.122207,357.122477,0.27,0.757,C13 H25 O9 S,13,25,0,9,1,26,2,0.692307692,28,-8,1,0.757,1.01151E+11,3.42629E-05,391.4317544,-0.6,1,-0.461538462,0.276289148,357,2.650309329,354,0.087011096,357,0.23601107,357,0.205048194,357
307.37,43784712,357.140053,357.140235,0.182,0.509,C13 H25 O11,13,25,0,11,0,26,2,0.846153846,28,-10,0,0.509,1.01151E+11,0.000432866,391.4317544,-0.6,1,-0.307692308,0.258550977,357,2.632689207,354,0.069263513,357,0.253774715,357,0.2228103,357
105.51,899668480,357.158677,357.158863,0.186,0.521,C14 H29 O8 S,14,29,0,8,1,30,2.142857143,0.571428571,30,-8,1,0.521,1.01151E+11,0.008894344,391.4317544,-0.555555556,0,-0.857142857,0.239943777,357,2.614205839,354,0.05064644,357,0.272408637,357,0.241442607,357
655.58,11102756,357.170678,357.170747,0.069,0.194,C21 H25 O5,21,25,0,5,0,26,1.238095238,0.238095238,44,4,0,0.194,1.01151E+11,0.000109765,391.4317544,0.351351351,9,-0.761904762,0.228073047,357,2.60241411,354,0.038769411,357,0.284296415,357,0.253329355,357
531.41,3170856,357.173797,357.174119,0.322,0.902,C18 H29 O5 S,18,29,0,5,1,30,1.666666667,0.277777778,38,-1,1,0.902,1.01151E+11,3.13479E-05,391.4317544,0.034482759,4,-1,0.224704812,357,2.599068291,354,0.035399389,357,0.287669487,357,0.256702134,357
665.35,5108266,357.176521,357.176621,0.1,0.28,C14 H29 O10,14,29,0,10,0,30,2.142857143,0.714285714,30,-10,0,0.28,1.01151E+11,5.05016E-05,391.4317544,-0.555555556,0,-0.714285714,0.222205606,357,2.596585717,354,0.032898857,357,0.290172283,357,0.259204713,357
597.92,3981882,357.191914,357.191877,-0.037,-0.104,C18 H29 O7,18,29,0,7,0,30,1.666666667,0.388888889,38,-3,0,0.104,1.01151E+11,3.93659E-05,391.4317544,0.034482759,4,-0.888888889,0.206966641,357,2.581448168,354,0.017651806,357,0.305433133,357,0.27446424,357
114.47,47077960,357.207154,357.207133,-0.021,-0.059,C22 H29 O4,22,29,0,4,0,30,1.363636364,0.181818182,46,4,0,0.059,1.01151E+11,0.000465424,391.4317544,0.3,8,-1,0.191727676,357,2.566310619,354,0.002404755,357,0.320693983,357,0.289723768,357
231.95,10291805,357.228247,357.228262,0.015,0.042,C19 H33 O6,19,33,0,6,0,34,1.789473684,0.315789474,40,-3,0,0.042,1.01151E+11,0.000101747,391.4317544,0,3,-1.157894737,0.170622269,357,2.54534567,354,0.018711851,357,0.3418297,357,0.310857653,357
378.83,3639917,357.243473,357.243519,0.045,0.126,C23 H33 O3,23,33,0,3,0,34,1.47826087,0.130434783,48,4,0,0.126,1.01151E+11,3.59851E-05,391.4317544,0.255813953,7,-1.217391304,0.155382305,357,2.530207129,354,0.033959901,357,0.357091551,357,0.326118181,357
408.81,6730370,357.264714,357.264648,-0.066,-0.184,C20 H37 O5,20,37,0,5,0,38,1.9,0.25,42,-3,0,0.184,1.01151E+11,6.65381E-05,391.4317544,-0.028571429,2,-1.4,0.134276898,357,2.50924218,354,0.055076506,357,0.378227268,357,0.347252066,357
-1000,4203174,357.301095,357.301033,-0.062,-0.173,C21 H41 O4,21,41,0,4,0,42,2,0.19047619,44,-3,0,0.173,1.01151E+11,4.15536E-05,391.4317544,-0.052631579,1,-1.619047619,0.097932525,357,2.473139682,355,0.091440163,357,0.414623835,357,0.383645479,357
641.17,2734558,358.129613,358.129611,-0.002,-0.005,C19 H20 N O6,19,20,1,6,0,21,1.105263158,0.315789474,41,4,1,0.005,1.01151E+11,2.70345E-05,391.4317544,0.4,10,-0.315789474,0.270279723,358,2.650994964,355,0.080467881,358,0.243465251,358,0.212415056,358
639.61,6225395,358.15071,358.15074,0.031,0.086,C16 H24 N O8,16,24,1,8,0,25,1.5625,0.5,35,-3,1,0.086,1.01151E+11,6.15458E-05,391.4317544,0,5,-0.375,0.249174316,358,2.630030015,355,0.059351275,358,0.264600968,358,0.233548942,358
632.39,5029399,358.187146,358.187126,-0.02,-0.055,C17 H28 N O7,17,28,1,7,0,29,1.705882353,0.411764706,37,-3,1,0.055,1.01151E+11,4.97219E-05,391.4317544,-0.04,4,-0.705882353,0.212828945,358,2.593926525,355,0.022986619,358,0.300998536,358,0.269943354,358
541.44,3418683,358.223649,358.223511,-0.137,-0.384,C18 H32 N O6,18,32,1,6,0,33,1.833333333,0.333333333,39,-3,1,0.384,1.01151E+11,3.37979E-05,391.4317544,-0.071428571,3,-1,0.176484573,358,2.557824027,355,0.013377037,358,0.337395103,358,0.306336767,358
452.77,4338283,358.271144,358.27113,-0.014,-0.038,C18 H36 N3 O4,18,36,3,4,0,37,2.055555556,0.222222222,41,-2,3,0.038,1.01151E+11,4.28893E-05,391.4317544,-0.230769231,2,-1.111111111,0.128918744,358,2.510574753,355,0.060968104,358,0.385029242,358,0.353966777,358
155.39,12956074,359.101577,359.101742,0.164,0.457,C12 H23 O10 S,12,23,0,10,1,24,2,0.833333333,26,-9,1,0.457,1.01151E+11,0.000128087,391.4317544,-0.833333333,1,-0.166666667,0.299234213,359,2.686411827,356,0.108907133,359,0.215905305,359,0.184770825,359
582.88,4870583,359.113689,359.113627,-0.062,-0.174,C19 H19 O7,19,19,0,7,0,20,1.052631579,0.368421053,40,3,0,0.174,1.01151E+11,4.81518E-05,391.4317544,0.419354839,10,-0.315789474,0.287362484,359,2.674619105,356,0.097029105,359,0.227794083,359,0.196658573,359
564.7,3492297,359.132109,359.132254,0.145,0.403,C20 H23 O4 S,20,23,0,4,1,24,1.2,0.2,42,5,1,0.403,1.01151E+11,3.45257E-05,391.4317544,0.352941176,9,-0.7,0.268756283,359,2.65613673,356,0.078413031,359,0.246427005,359,0.21528988,359
235.3,34775504,359.137898,359.138127,0.229,0.639,C13 H27 O9 S,13,27,0,9,1,28,2.153846154,0.692307692,28,-9,1,0.639,1.01151E+11,0.000343799,391.4317544,-0.733333333,0,-0.615384615,0.262889841,359,2.650309329,356,0.072543477,359,0.252301872,359,0.221164238,359
597.95,24429018,359.150054,359.150012,-0.042,-0.116,C20 H23 O6,20,23,0,6,0,24,1.2,0.3,42,3,0,0.116,1.01151E+11,0.000241511,391.4317544,0.352941176,9,-0.6,0.251018112,359,2.638516608,356,0.060665448,359,0.264190651,359,0.233051986,359
133.07,13292031,359.186378,359.186398,0.02,0.054,C21 H27 O5,21,27,0,5,0,28,1.333333333,0.238095238,44,3,0,0.054,1.01151E+11,0.000131408,391.4317544,0.297297297,8,-0.857142857,0.214672741,359,2.602413117,356,0.024300792,359,0.300588218,359,0.269446399,359
552.15,12444171,359.197626,359.197631,0.005,0.014,C20 H27 N2 O4,20,27,2,4,0,28,1.4,0.2,44,4,2,0.014,1.01151E+11,0.000123026,391.4317544,0.25,8,-0.7,0.203452284,359,2.591267333,356,0.013074382,359,0.311824789,359,0.280681996,359
671.7,4162069,359.207568,359.207527,-0.041,-0.113,C18 H31 O7,18,31,0,7,0,32,1.777777778,0.388888889,38,-4,0,0.113,1.01151E+11,4.11472E-05,391.4317544,-0.034482759,3,-1,0.193567334,359,2.581448168,356,0.003184187,359,0.321723935,359,0.290580284,359
16.52,20734500,359.222808,359.222783,-0.025,-0.07,C22 H31 O4,22,31,0,4,0,32,1.454545455,0.181818182,46,3,0,0.07,1.01151E+11,0.000204986,391.4317544,0.25,7,-1.090909091,0.178328369,359,2.566310619,356,0.012062864,359,0.336984785,359,0.305839811,359
580.87,9987526,360.145232,360.145261,0.029,0.08,C19 H22 N O6,19,22,1,6,0,23,1.210526316,0.315789474,41,3,1,0.08,1.01151E+11,9.87391E-05,391.4317544,0.333333333,9,-0.421052632,0.256880416,360,2.650994964,357,0.066000262,360,0.259756054,360,0.2285311,360
229.19,42149332,360.160602,360.160517,-0.085,-0.235,C23 H22 N O3,23,22,1,3,0,23,1,0.130434783,49,10,1,0.235,1.01151E+11,0.000416699,391.4317544,0.512195122,13,-0.608695652,0.241641451,360,2.635857416,357,0.050753211,360,0.275016904,360,0.243790627,360
529.83,12031452,360.166433,360.16639,-0.043,-0.118,C16 H26 N O8,16,26,1,8,0,27,1.6875,0.5,35,-4,1,0.118,1.01151E+11,0.000118946,391.4317544,-0.090909091,4,-0.5,0.235775009,360,2.630030015,357,0.044883656,360,0.280891771,360,0.249664985,360
572.55,10843627,360.181644,360.181647,0.003,0.008,C20 H26 N O5,20,26,1,5,0,27,1.35,0.25,43,3,1,0.008,1.01151E+11,0.000107203,391.4317544,0.272727273,8,-0.7,0.220535045,360,2.614891474,357,0.029635606,360,0.296153621,360,0.264925513,360
483.04,5550583,360.192839,360.19288,0.041,0.115,C19 H26 N3 O4,19,26,3,4,0,27,1.421052632,0.210526316,43,4,3,0.115,1.01151E+11,5.48744E-05,391.4317544,0.214285714,8,-0.526315789,0.209314588,360,2.60374569,357,0.018409195,360,0.307390192,360,0.27616111,360
697.61,10769915,360.196907,360.196903,-0.005,-0.013,C24 H26 N O2,24,26,1,2,0,27,1.125,0.083333333,51,10,1,0.013,1.01151E+11,0.000106474,391.4317544,0.454545455,12,-0.833333333,0.20529608,360,2.599753926,357,0.014388555,360,0.311414471,360,0.28018504,360
381.66,2983171,360.962197,360.961954,-0.243,-0.674,C10 H5 N2 O11 S,10,5,2,11,1,6,0.6,1.1,24,-2,3,0.674,1.01151E+11,2.94924E-05,391.4317544,0.333333333,9,2.4,0.441099343,361,2.840642969,358,0.249786334,361,0.076708691,361,0.045412929,361
577.19,5384621,361.129212,361.129277,0.065,0.179,C19 H21 O7,19,21,0,7,0,22,1.157894737,0.368421053,40,2,0,0.179,1.01151E+11,5.32337E-05,391.4317544,0.35483871,9,-0.421052632,0.273963177,361,2.674619105,358,0.082561485,361,0.244084886,361,0.212774617,361
598.49,5994937,361.140801,361.14051,-0.291,-0.806,C18 H21 N2 O6,18,21,2,6,0,22,1.222222222,0.333333333,40,3,2,0.806,1.01151E+11,5.92674E-05,391.4317544,0.307692308,9,-0.222222222,0.26274272,361,2.663473321,358,0.071335075,361,0.255321457,361,0.224010214,361
83.91,37546452,361.165705,361.165662,-0.043,-0.118,C20 H25 O6,20,25,0,6,0,26,1.3,0.3,42,2,0,0.118,1.01151E+11,0.000371193,391.4317544,0.294117647,8,-0.7,0.237618805,361,2.638516608,358,0.046197829,361,0.280481453,361,0.249168029,361
80.07,74017248,361.176905,361.176895,-0.01,-0.027,C19 H25 N2 O5,19,25,2,5,0,26,1.368421053,0.263157895,42,3,2,0.027,1.01151E+11,0.000731753,391.4317544,0.24137931,8,-0.526315789,0.226398348,361,2.627370823,358,0.034971418,361,0.291718024,361,0.260403626,361
626.09,14203383,361.202002,361.202048,0.045,0.126,C21 H29 O5,21,29,0,5,0,30,1.428571429,0.238095238,44,2,0,0.126,1.01151E+11,0.000140418,391.4317544,0.243243243,7,-0.952380952,0.201273434,361,2.602413117,358,0.009833173,361,0.316879021,361,0.285562442,361
488.1,3078651,361.205506,361.205419,-0.087,-0.241,C18 H33 O5 S,18,33,0,5,1,34,1.888888889,0.277777778,38,-3,1,0.241,1.01151E+11,3.04363E-05,391.4317544,-0.103448276,2,-1.222222222,0.197906198,361,2.599068291,358,0.00646415,361,0.320251092,361,0.288934222,361
581.41,10201603,361.213306,361.213281,-0.025,-0.068,C20 H29 N2 O4,20,29,2,4,0,30,1.5,0.2,44,3,2,0.068,1.01151E+11,0.000100856,391.4317544,0.1875,7,-0.8,0.190052976,361,2.591267333,358,0.001393238,361,0.328115592,361,0.296798039,361
571.81,7782941,361.238435,361.238433,-0.002,-0.006,C22 H33 O4,22,33,0,4,0,34,1.545454545,0.181818182,46,2,0,0.006,1.01151E+11,7.69441E-05,391.4317544,0.2,6,-1.181818182,0.164929061,361,2.566310619,358,0.026530484,361,0.353275588,361,0.321955855,361
541.99,4715058,361.259678,361.259562,-0.116,-0.32,C19 H37 O6,19,37,0,6,0,38,2,0.315789474,40,-5,0,0.32,1.01151E+11,4.66142E-05,391.4317544,-0.125,1,-1.368421053,0.143823654,361,2.54534567,358,0.047647089,361,0.374411305,361,0.34308974,361
500.35,8911421,361.270817,361.270796,-0.022,-0.06,C18 H37 N2 O5,18,37,2,5,0,38,2.111111111,0.277777778,40,-4,2,0.06,1.01151E+11,8.81005E-05,391.4317544,-0.259259259,1,-1.222222222,0.132602198,361,2.534198894,358,0.058874499,361,0.385648877,361,0.354326338,361
356.76,3849793,361.274861,361.274819,-0.042,-0.118,C23 H37 O3,23,37,0,3,0,38,1.652173913,0.130434783,48,2,0,0.118,1.01151E+11,3.806E-05,391.4317544,0.162790698,5,-1.391304348,0.12858369,361,2.530207129,358,0.06289514,361,0.389673155,361,0.358350268,361
-1000,2932608,362.088012,362.08814,0.128,0.353,C17 H16 N O8,17,16,1,8,0,17,1,0.470588235,37,2,1,0.353,1.01151E+11,2.89925E-05,391.4317544,0.416666667,10,0.117647059,0.316170852,362,2.723200953,359,0.124260955,362,0.203252721,362,0.171859318,362
405.66,4210086,362.124552,362.124526,-0.027,-0.074,C18 H20 N O7,18,20,1,7,0,21,1.166666667,0.388888889,39,2,1,0.074,1.01151E+11,4.16219E-05,391.4317544,0.333333333,9,-0.222222222,0.279825481,362,2.687097462,359,0.087896299,362,0.239650289,362,0.208253731,362
511.61,4134313,362.127675,362.127897,0.222,0.612,C15 H24 N O7 S,15,24,1,7,1,25,1.666666667,0.466666667,33,-3,2,0.612,1.01151E+11,4.08728E-05,391.4317544,-0.157894737,4,-0.4,0.276458245,362,2.683752636,359,0.084527276,362,0.243022361,362,0.21162551,362
550.1,8740277,362.139806,362.139782,-0.024,-0.068,C22 H20 N O4,22,20,1,4,0,21,0.954545455,0.181818182,47,9,1,0.068,1.01151E+11,8.64085E-05,391.4317544,0.526315789,13,-0.454545455,0.264586516,362,2.671959914,359,0.072649248,362,0.254911139,362,0.223513258,362
605.45,3583420,362.145635,362.145655,0.02,0.056,C15 H24 N O9,15,24,1,9,0,25,1.666666667,0.6,33,-5,1,0.056,1.01151E+11,3.54266E-05,391.4317544,-0.157894737,4,-0.266666667,0.258720074,362,2.666132513,359,0.066779693,362,0.260786006,362,0.229387616,362
514.52,14687691,362.16094,362.160911,-0.029,-0.08,C19 H24 N O6,19,24,1,6,0,25,1.315789474,0.315789474,41,2,1,0.08,1.01151E+11,0.000145206,391.4317544,0.266666667,8,-0.526315789,0.243481109,362,2.650994964,359,0.051532642,362,0.276046856,362,0.244647143,362
564.25,6695383,362.172258,362.172144,-0.114,-0.314,C18 H24 N3 O5,18,24,3,5,0,25,1.388888889,0.277777778,41,3,3,0.314,1.01151E+11,6.61922E-05,391.4317544,0.2,8,-0.333333333,0.232260651,362,2.63984918,359,0.040306231,362,0.287283427,362,0.255882741,362
94.1,44510684,362.176199,362.176167,-0.032,-0.088,C23 H24 N O3,23,24,1,3,0,25,1.086956522,0.130434783,49,9,1,0.088,1.01151E+11,0.000440044,391.4317544,0.463414634,12,-0.695652174,0.228242144,362,2.635857416,359,0.036285591,362,0.291307706,362,0.259906671,362
691.48,3046897,362.197337,362.197297,-0.04,-0.11,C20 H28 N O5,20,28,1,5,0,29,1.45,0.25,43,2,1,0.11,1.01151E+11,3.01224E-05,391.4317544,0.212121212,7,-0.8,0.207135738,362,2.614891474,359,0.015167986,362,0.312444424,362,0.281041556,362
512.76,4533748,362.200306,362.200668,0.361,0.998,C17 H32 N O5 S,17,32,1,5,1,33,1.941176471,0.294117647,37,-3,2,0.998,1.01151E+11,4.48217E-05,391.4317544,-0.2,2,-1.058823529,0.203768502,362,2.611546647,359,0.011798964,362,0.315816495,362,0.284413336,362
4.04,494267904,362.20854,362.20853,-0.01,-0.028,C19 H28 N3 O4,19,28,3,4,0,29,1.526315789,0.210526316,43,3,3,0.028,1.01151E+11,0.004886454,391.4317544,0.142857143,7,-0.631578947,0.19591528,362,2.60374569,359,0.003941575,362,0.323680995,362,0.292277153,362
576.89,4653466,363.108532,363.108541,0.009,0.024,C18 H19 O8,18,19,0,8,0,20,1.111111111,0.444444444,38,1,0,0.024,1.01151E+11,4.60053E-05,391.4317544,0.357142857,9,-0.222222222,0.296909241,363,2.710722596,360,0.104458522,363,0.223978121,363,0.192496247,363
627.45,7567807,363.144965,363.144927,-0.038,-0.105,C19 H23 O7,19,23,0,7,0,24,1.263157895,0.368421053,40,1,0,0.105,1.01151E+11,7.48172E-05,391.4317544,0.290322581,8,-0.526315789,0.26056387,363,2.674619105,360,0.068093866,363,0.260375688,363,0.22889066,363
76.76,73331144,363.156154,363.15616,0.006,0.017,C18 H23 N2 O6,18,23,2,6,0,24,1.333333333,0.333333333,40,2,2,0.017,1.01151E+11,0.00072497,391.4317544,0.230769231,8,-0.333333333,0.249343413,363,2.663473321,360,0.056867455,363,0.271612259,363,0.240126257,363
701.31,10691023,363.160499,363.160183,-0.316,-0.87,C23 H23 O4,23,23,0,4,0,24,1.043478261,0.173913043,48,8,0,0.87,1.01151E+11,0.000105694,391.4317544,0.476190476,12,-0.695652174,0.245324905,363,2.659481557,360,0.052846815,363,0.275636538,363,0.244150188,363
33,12198372,363.181387,363.181312,-0.074,-0.205,C20 H27 O6,20,27,0,6,0,28,1.4,0.3,42,1,0,0.205,1.01151E+11,0.000120596,391.4317544,0.235294118,7,-0.8,0.224219497,363,2.638516608,360,0.031730209,363,0.296772255,363,0.265284073,363
11.95,311947744,363.192581,363.192546,-0.036,-0.099,C19 H27 N2 O5,19,27,2,5,0,28,1.473684211,0.263157895,42,2,2,0.099,1.01151E+11,0.003083992,391.4317544,0.172413793,7,-0.631578947,0.212998041,363,2.627369831,360,0.020502799,363,0.308009827,363,0.27652067,363
